Word,Lemmas
maintenance,maintenances
possession,possessions
strip,strips;stripped;stripping
conservation,conservations
recommendation,recommendations
mode,modes
restore,restored;restoring;restores
pace,paces;pacing;paced
preserve,preserved;preserving;preserves
chip,chips;chipped;chipping
restrict,restricted;restricting;restricts
cloud,clouds;clouded;clouding
reckon,reckoned;reckons;reckoning
profession,professions
smooth,smoothed;smoothing;smoother;smooths;smoothest
countryside,countrysides
voluntary,voluntaries
plaintiff,plaintiffs
solid,solids
recession,recessions
layer,layers;layered;layering
dependent,dependents
distinguish,distinguished;distinguishes;distinguishing
keen,keener;keenest;keening;keened;keens
curve,curves;curved;curving
shareholder,shareholders
recovery,recoveries
reputation,reputations
parallel,parallels;paralleling;paralleled
agriculture,agricultures
cottage,cottages
sugar,sugars;sugaring;sugared
trading,tradings
habit,habits
constitute,constitutes;constituted;constituting
dramatic,dramatics
comfort,comforted;comforts;comforting
excuse,excuses;excused;excusing
angle,angles;angled;angling
self,selves
reverse,reversed;reversing;reverses
temporary,temporaries
aside,asides
willing,willings
creature,creatures
submit,submitted;submitting;submits
thursday,thursdays
judgment,judgments
empire,empires
pipe,pipes;piped;piping
slight,slightest;slighter;slighted;slights;slighting
spell,spells;spelt;spelled;spelling
presentation,presentations
yield,yields;yielded;yielding
penalty,penalties
muscle,muscles;muscled;muscling
glad,gladder;gladdest
wealth,wealths
camera,cameras
stream,streams;streaming;streamed
certificate,certificates;certificated;certificating
chest,chests;chested
lewis,lewiss
sail,sailing;sailed;sails
pitch,pitched;pitches;pitching
efficiency,efficiencies
solve,solved;solving;solves
lifespan,lifespans
cake,cakes;caked;caking
critic,critics
perspective,perspectives
laboratory,laboratories
predict,predicted;predicting;predicts
illness,illnesses
hello,hellos
lee,lees
routine,routines
hat,hats;hatted
arrival,arrivals
highlight,highlighted;highlights;highlighting
brush,brushed;brushes;brushing
resistance,resistances
drama,dramas
locate,located;locating;locates
meat,meats
snow,snowing;snows;snowed
soul,souls
bay,bays;baying;bayed
spending,spendings
promotion,promotions
tackle,tackled;tackling;tackles
symptom,symptoms
bread,breads
rapid,rapids
blind,blinds;blinded;blinding;blinder
custom,customs
commons,commonss
philosophy,philosophies
lecture,lectures;lectured;lecturing
alliance,alliances
pale,paler;paled;pales;palest;paling
producer,producers
tap,tapped;taps;tapping
ratio,ratios
zone,zones
dollar,dollars
beer,beers
venture,ventures;ventured;venturing
whisper,whispered;whispering;whispers
trap,trapped;traps;trapping
electric,electrics
spare,spared;spares;sparing
comprehensive,comprehensives
stairs,stair
intellectual,intellectuals
tuesday,tuesdays
hunt,hunting;hunted;hunts
invest,invested;investing;invests
actor,actors
personality,personalities
rough,rougher;roughest;roughs;roughed;roughing
intervention,interventions
sensitive,sensitives
core,cores;cored;coring
inspector,inspectors
expansion,expansions
frequency,frequencies
tendency,tendencies
chancellor,chancellors
qualification,qualifications
uncle,uncles
bowl,bowls;bowled;bowling
elizabeth,elizabeths
chamber,chambers
sweep,swept;sweeping;sweeps
investor,investors
awareness,awarenesses
recording,recordings
festival,festivals
attribute,attributed;attributes;attributing
mood,moods
retire,retired;retiring;retires
clock,clocks;clocked;clocking
wedding,weddings
capture,captured;capturing;captures
equation,equations
interior,interiors
pure,purest;purer
mail,mailed;mailing;mails
breed,breeds;bred;breeding
landlord,landlords
dealer,dealers
guitar,guitars
nick,nicked;nicking;nicks
substance,substances
absolute,absolutes
echo,echoed;echoes;echoing;echos
scream,screaming;screamed;screams
medium,mediums;media
mixture,mixtures
mortgage,mortgages;mortgaged;mortgaging
pour,poured;pouring;pours
sad,saddest;sadder
phenomenon,phenomena
researcher,researchers
apple,apples
tourist,tourists
mere,merest;meres
discovery,discoveries
drag,dragged;dragging;drags
visual,visuals
hearing,hearings
grade,grades;graded;grading
retirement,retirements
sand,sands;sanding;sanded
scope,scopes
intelligence,intelligences
rugby,rugbies
celebrate,celebrated;celebrating;celebrates
crop,crops;cropped;cropping
brilliant,brilliants
calm,calmed;calming;calmer;calms;calmest
upset,upsetting;upsets
infection,infections
disk,disks
golf,golfs
comprise,comprising;comprises;comprised
overcome,overcoming;overcame;overcomes
giant,giants
seed,seeds;seeded;seeding
allowance,allowances
dna,dnas
shirt,shirts
eh,ehs
cream,creams;creamed;creaming
enquiry,enquiries
plot,plots;plotted;plotting
journal,journals
salt,salts;salted;salting
volunteer,volunteers;volunteered;volunteering
birthday,birthdays
resist,resisted;resisting;resists
paragraph,paragraphs;paragraphing
bury,buried;burying;buries
detect,detected;detecting;detects
burst,bursting;bursts
emotion,emotions
province,provinces
entrance,entrances;entranced;entrancing
medicine,medicines
organize,organized;organizing;organizes
jacket,jackets
rome,romes
hero,heroes;heros
interaction,interactions
permission,permissions
rear,reared;rearing;rears
lad,lads
cigarette,cigarettes
cricket,crickets
gulf,gulfs
judgement,judgements
crack,cracks;cracked;cracking
studio,studios
acquisition,acquisitions
assault,assaults;assaulted;assaulting
dare,dared;daring;dares
personnel,personnels
shell,shells;shelled;shelling
tail,tails;tailed;tailing
breathe,breathing;breathed;breathes
storm,storms;stormed;storming
carpet,carpets;carpeted;carpeting
differ,differs;differed;differing
grin,grinned;grinning;grins
sigh,sighed;sighs;sighing
williams,williamss
tale,tales
demonstration,demonstrations
platform,platforms
knife,knives;knifed;knifes;knifing
rescue,rescued;rescuing;rescues
peasant,peasants
behave,behaved;behaving;behaves
perception,perceptions
disaster,disasters
circuit,circuits;circuited;circuiting
sarah,sarahs
throat,throats
airport,airports
pink,pinks;pinker;pinkest;pinking;pinked
adviser,advisers
catalogue,catalogues;catalogued;cataloguing
duke,dukes
cheek,cheeks;cheeked;cheeking
pose,posed;poses;posing
junior,juniors
consumption,consumptions
harm,harmed;harming;harms
washington,washingtons
excess,excesses
formula,formulae;formulas
curtain,curtains;curtained;curtaining
resign,resigned;resigning;resigns
consultant,consultants
compensation,compensations
earnings,earningss
stake,stakes;staked;staking
classical,classicals
policeman,policemen
guidance,guidances
edition,editions
install,installed;installing;installs
workshop,workshops
extract,extracts;extracted;extracting
statistics,statisticss
burden,burdens;burdened;burdening
compete,competing;competed;competes
relax,relaxed;relaxing;relaxes
wound,wounds;wounded;wounding
pile,piled;piles;piling
percentage,percentages
survival,survivals
wire,wires;wired;wiring
shadow,shadowed;shadowing;shadows
steam,steamed;steaming;steams
brand,brands;branded;branding
darkness,darknesses
supplier,suppliers
counter,countered;counters;countering
occupation,occupations
priest,priests
journalist,journalists
musical,musicals
altogether,altogethers
mission,missions
ownership,ownerships
preference,preferences
grip,gripped;grips;gripping
joy,joys
proud,proudest;prouder
magic,magics;magicking;magicked
negotiate,negotiated;negotiating;negotiates
bet,bets;betting;betted
expose,exposed;exposing;exposes
found,founded;founding;founds
resort,resorts;resorted;resorting
indication,indications
hurry,hurried;hurrying;hurries
desert,deserted;deserts;deserting
disabled,disableds
enhance,enhanced;enhancing;enhances
anxiety,anxieties
lease,leases;leased;leasing
chart,charts;charted;charting
practitioner,practitioners
distribute,distributed;distributing;distributes
dish,dishes;dished;dishing
arab,arabs
sake,sakes
stroke,strokes;stroked;stroking
pot,pots;potting;potted
loose,loosed;loosing;looses;looser;loosest
sue,sued;suing;sues;sueing
consultation,consultations
observer,observers
measurement,measurements
discount,discounts;discounted;discounting
opponent,opponents
alcohol,alcohols
exceed,exceeded;exceeds;exceeding
gesture,gestures;gestured;gesturing
stomach,stomachs;stomaching;stomached
mad,madder;maddest;mads
prayer,prayers
climate,climates
luck,lucks
symbol,symbols
substitute,substituted;substitutes;substituting
poverty,poverties
ruth,ruths
bite,bit;biting;bites;bitten
evil,evils
operator,operators
evaluation,evaluations
implementation,implementations
asia,asias
pride,prided;prides;priding
dominant,dominants
steady,steadied;steadying;steadier;steadies;steadiest
deserve,deserves;deserved;deserving
dust,dusted;dusting;dusts
twin,twins;twinned;twinning
fortune,fortunes
moon,moons;mooning;mooned
summary,summaries
barrier,barriers
interval,intervals
borrow,borrowed;borrowing;borrows
cap,caps;capped;capping
emphasise,emphasised;emphasises;emphasising
holy,holiest;holier;holies
transform,transformed;transforming;transforms
practise,practised;practising;practises
confine,confined;confines;confining
sheep,sheeps;sheep
chase,chasing;chased;chases
qualify,qualified;qualifying;qualifies
aunt,aunts
processing,processings
uniform,uniforms
publisher,publishers
orange,oranges
loud,louder;loudest
remote,remoter;remotest
architecture,architectures
dimension,dimensions;dimensioned
native,natives
democrat,democrats
swim,swimming;swam;swims;swum
enthusiasm,enthusiasms
snap,snapped;snapping;snaps
hire,hired;hiring;hires
poet,poets
cheese,cheeses;cheesed
seal,sealed;seals;sealing
princess,princesses
tube,tubes;tubed
storage,storages
peer,peers;peered;peering
turnover,turnovers
historian,historians
cease,ceased;ceases;ceasing
confusion,confusions
heaven,heavens
contrary,contraries
vessel,vessels
strengthen,strengthened;strengthening;strengthens
grab,grabbed;grabbing;grabs
talent,talents
assure,assured;assures;assuring
proof,proofs;proofed;proofing
dig,dug;digging;digs;digged
flash,flashed;flashing;flashes;flasher
discharge,discharged;discharges;discharging
perceive,perceived;perceiving;perceives
replacement,replacements
joseph,josephs
percent,percents
remedy,remedies;remedied;remedying
profile,profiles;profiling;profiled
alarm,alarms;alarmed;alarming
salary,salaries
mouse,mice;mouses
norman,normans
participate,participating;participated;participates
economics,economicss
admission,admissions
extraordinary,extraordinaries
walker,walkers
australian,australians
sustain,sustained;sustaining;sustains
tissue,tissues
satisfaction,satisfactions
lend,lent;lending;lends
designer,designers
format,formats;formatting;formatted
leisure,leisured
coin,coins;coined;coining
pit,pits;pitted;pitting
cheque,cheques
rape,raped;raping;rapes
drift,drifted;drifting;drifts
unity,unities
determination,determinations
ally,allies;allied;allying;!allies
satisfy,satisfied;satisfies;satisfying
prompt,prompted;prompting;prompts;prompter
compound,compounds;compounded;compounding
exploit,exploited;exploiting;exploits
magistrate,magistrates
stamp,stamps;stamped;stamping
supplement,supplements;supplemented;supplementing
flood,flooded;floods;flooding
merchant,merchants;merchanting
divorce,divorced;divorces;divorcing
shrug,shrugged;shrugs;shrugging
sponsor,sponsored;sponsors;sponsoring
movie,movies
fancy,fancied;fancies;fancying;fancier;fanciest
fabric,fabrics
recruit,recruited;recruits;recruiting
tennis,tenniss
standing,standings
tunnel,tunnels;tunnelled;tunnelling
audit,audits;audited;auditing
squad,squads
gear,geared;gears;gearing
adapt,adapted;adapting;adapts
childhood,childhoods
pacific,pacifics
breast,breasts;breasted;breasting
hint,hints;hinted;hinting
amendment,amendments
ben,bens
gentle,gentled;gentling;gentler;gentlest
charter,charters;chartered;chartering
lover,lovers
boost,boosted;boosting;boosts
surgery,surgeries
dirty,dirtiest;dirtier;dirtied;dirtying;dirties
manufacture,manufactured;manufactures;manufacturing
unemployed,unemployeds
participant,participants
filter,filters;filtered;filtering
liquid,liquids
stem,stems;stemmed;stemming
mate,mates;mating;mated
bow,bowed;bows;bowing
consult,consulted;consulting;consults
grave,graves;gravest;graver;graving;graven;graved
brick,bricks;bricked;bricking
classroom,classrooms
pen,pens;penned;penning;pent
wan,wans;wanning;wanned
conviction,convictions
dawn,dawned;dawns;dawning
reinforce,reinforced;reinforcing;reinforces
latin,latins
adjust,adjusted;adjusting;adjusts
leap,leapt;leaping;leaps;leaped
twist,twisted;twisting;twists
praise,praised;praising;praises
belt,belts;belted;belting
announcement,announcements
refugee,refugees
ray,rays
discourse,discourses;discoursing;discoursed
composition,compositions
vegetable,vegetables
acceptance,acceptances
mystery,mysteries
limitation,limitations
poetry,poetries
compromise,compromised;compromises;compromising
inevitable,inevitables
ok,oks
fox,foxes;foxed;foxing
pat,patted;patting;pats
manual,manuals
architect,architects
deficit,deficits
silly,silliest;sillier
transition,transitions;transitioned
guardian,guardians
constituency,constituencies
participation,participations
album,albums
grace,graced;graces;gracing
departure,departures
tongue,tongues;tonguing
advocate,advocated;advocates;advocating
craft,crafts;crafted;crafting
entitle,entitled;entitles;entitling
shed,sheds;shedding;shedded
bathroom,bathrooms
fool,fools;fooled;fooling
graduate,graduates;graduated;graduating
summit,summits
universal,universals
patch,patches;patched;patching
treasury,treasuries
button,buttons;buttoned;buttoning
weakness,weaknesses
raid,raids;raided;raiding
collective,collectives
deaf,deafer;deafest
pretend,pretending;pretended;pretends
victorian,victorians
zealand,zealands
concrete,concreted;concreting;concretes
revolutionary,revolutionaries
temple,temples
pleasant,pleasanter;pleasantest
psychology,psychologies
upstairs,upstairss
mess,messing;messed;messes
corridor,corridors
ford,fords;fording;forded
imagination,imaginations
slope,slopes;sloped;sloping
absorb,absorbed;absorbing;absorbs
crystal,crystals
expertise,expertises
pole,poles;poling;poled
frequent,frequented;frequenting;frequents
margin,margins
sole,soles;soled;soling
cow,cows;cowed;cowing
stir,stirred;stirring;stirs
uncertainty,uncertainties
forecast,forecasts;forecasting;forecasted
cathedral,cathedrals
pin,pinned;pins;pinning
rid,ridding;rids;ridded
arthur,arthurs
driving,drivings
multiple,multiples
premier,premiers;premiered
concert,concerts;concerting
universe,universes
fulfil,fulfilled;fulfilling;fulfils
canal,canals
capitalist,capitalists
delight,delights;delighted;delighting
tune,tunes;tuned;tuning
react,reacted;reacting;reacts
ceiling,ceilings
sergeant,sergeants
timber,timbers;timbered
halt,halted;halting;halts
feminist,feminists
wrap,wrapped;wrapping;wraps;wrapt
delegate,delegates;delegated;delegating
prosecution,prosecutions
consciousness,consciousnesses
constraint,constraints
opera,operas
wise,wiser;wisest;wised;wises;wising
privilege,privileges;privileging;privileged
cite,cited;cites;citing
excitement,excitements
trick,tricks;tricked;tricking
guideline,guidelines
objection,objections
innocent,innocents
coalition,coalitions
tin,tins;tinning;tinned
chicken,chickens;chickened;chickening
cattle,cattles
terminal,terminals
drain,drained;drains;draining
polish,polished;polishing;polishes
cable,cables;cabled;cabling
grammar,grammars
shelf,shelves
allocate,allocated;allocating;allocates
bench,benches;benched
completion,completions
lower,lowered;lowering;lowers
folk,folks
specimen,specimens
alexander,alexanders
weekly,weeklies
roger,rogered;rogering
infant,infants
clerk,clerks
closure,closures
govern,governed;governing;governs
communicate,communicated;communicating;communicates
shade,shades;shaded;shading
pray,prayed;praying;prays
swallow,swallowed;swallowing;swallows
superior,superiors
regret,regretted;regrets;regretting
virtue,virtues
terry,terries
injure,injured;injuring;injures
interface,interfaces;interfaced
lodge,lodged;lodging;lodges
nursing,nursings
taxation,taxations
marine,marines
lucy,lucies
publicity,publicities
carbon,carbons
contest,contested;contests;contesting
seize,seized;seizing;seizes
evolution,evolutions
creative,creatives
fold,folded;folds;folding
bare,bared;barest;baring;bares;barer
rebel,rebels;rebelled;rebelling
trail,trailed;trailing;trails
update,updated;updating;updates
duck,ducks;ducked;ducking
reception,receptions
diary,diaries
agenda,agendas
pig,pigs;pigging;pigged
ocean,oceans
pump,pumps;pumped;pumping
nerve,nerves;nerved;nerving
printer,printers
ultimate,ultimates
leather,leathers;leathering;leathered
hook,hooked;hooks;hooking
passion,passions
portrait,portraits
disorder,disorders;disordered
dividend,dividends
earl,earls
potato,potatoes;potatos
darling,darlings
detective,detectives
bitter,bitters;bitterest
shine,shone;shining;shines;shined
punishment,punishments
rabbit,rabbits;rabbiting;rabbited
jury,juries
vat,vats
berlin,berlins
ideology,ideologies
applicant,applicants
seller,sellers
ad,ads
desperate,desperates
undergo,undergoing;undergone;underwent;undergoes
reflection,reflections
evaluate,evaluated;evaluating;evaluates
trousers,trouser
abstract,abstracts;abstracted;abstracting
gross,grossed;grosser;grossing;grossest;grosses
ulster,ulsters
harbour,harbours;harbouring;harboured
innovation,innovations
dose,doses;dosed;dosing
murmur,murmured;murmuring;murmurs
raw,rawest
cotton,cottons;cottoned;cottoning
exposure,exposures
integration,integrations
rat,rats;ratted;ratting
horror,horrors
decrease,decreased;decreases;decreasing
junction,junctions
purchaser,purchasers
eliminate,eliminated;eliminating;eliminates
machinery,machineries
conversion,conversions
flesh,fleshed;fleshing;fleshes
grasp,grasped;grasping;grasps
clash,clashes;clashed;clashing
illegal,illegals
imperial,imperials
informal,informals
outer,outers
float,floating;floated;floats
gary,garies
companion,companions
fragment,fragments;fragmented;fragmenting
maker,makers
constable,constables
strict,stricter;strictest
borough,boroughs
compose,composed;composing;composes
mummy,mummies
singer,singers
premium,premiums
mayor,mayors
planet,planets
convey,conveyed;conveying;conveys
fence,fences;fenced;fencing
registration,registrations
vendor,vendors
wipe,wiped;wiping;wipes
exact,exacted;exacting;exacts
clever,cleverer;cleverest
essay,essays;essayed;essaying
cliff,cliffs
disc,discs
terrace,terraces
commissioner,commissioners
resignation,resignations
foster,fostered;fostering;fosters
wander,wandered;wandering;wanders
emperor,emperors
attraction,attractions
commander,commanders
sack,sacked;sacks;sacking
confront,confronted;confronting;confronts
pope,popes
dutch,dutches
assurance,assurances
depression,depressions
freeze,frozen;froze;freezes;freezing
particle,particles
funeral,funerals
stimulus,stimuli
subsidiary,subsidiaries
automatic,automatics
chapel,chapels
anticipate,anticipated;anticipating;anticipates
exhibit,exhibited;exhibits;exhibiting
organ,organs
shore,shores;shoring;shored
cousin,cousins
oral,orals
anthony,anthonies
grain,grains;grained;graining
merit,merits;merited;meriting
retail,retailing;retails;retailed
baker,bakers
suspend,suspended;suspending;suspends
villa,villas
friendship,friendships
republican,republicans
la,las
weigh,weighed;weighing;weighs
destruction,destructions
ethnic,ethnics
chocolate,chocolates
fleet,fleets;fleeting
incentive,incentives
toy,toys;toyed;toying
fibre,fibres
punch,punched;punches;punching
carriage,carriages
rally,rallies;rallied;rallying
sympathy,sympathies
needle,needles;needling;needled
spiritual,spirituals
allocation,allocations
conception,conceptions
garage,garages;garaged;garaging
kit,kits;kitted;kitting;kiting
declaration,declarations
petrol,petrols
rational,rationals
logical,logicals
directive,directives
inadequate,inadequates
disposal,disposals
ambition,ambitions
inspection,inspections
fate,fates;fated;fatest
acute,acutes;acutest
spin,spun;spinning;spins
flame,flames;flamed;flaming
bike,bikes;biking;biked
correspondent,correspondents
prominent,prominents
mortality,mortalities
electrical,electricals
identification,identifications
silk,silks
oliver,olivers
logic,logics
condemn,condemned;condemning;condemns
nowhere,nowheres
cancel,cancelled;cancelling;cancels
mineral,minerals
molecule,molecules
nail,nails;nailed;nailing
angel,angels
calculation,calculations
modify,modified;modifying;modifies
thrust,thrusting;thrusts
withdrawal,withdrawals
voter,voters
mature,matured;matures;maturing;maturer;maturest
pan,pans;panned;panning
correspond,corresponding;corresponds;corresponded
dictionary,dictionaries
humour,humours;humouring;humoured
devise,devised;devising;devises
entertainment,entertainments
hypothesis,hypotheses
underground,undergrounding
equity,equities
federation,federations
rubbish,rubbished;rubbishing;rubbishes
era,eras
coverage,coverages
complexity,complexities
youngster,youngsters
inspire,inspired;inspiring;inspires
mutual,mutuals
squeeze,squeezed;squeezing;squeezes
competitor,competitors
neglect,neglected;neglecting;neglects
swear,sworn;swore;swearing;swears
miller,millers
marginal,marginals
rumour,rumours;rumoured
chat,chatting;chatted;chats
broadcast,broadcasts;broadcasting;broadcasted
forth,forths
atlantic,atlantics
induce,induced;induces;inducing
rob,robbed;robbing;robs
shower,showers;showered;showering
turkey,turkeys
flag,flags;flagged;flagging
rub,rubbed;rubbing;rubs
rover,rovers
invitation,invitations
triumph,triumphs;triumphed;triumphing
pond,ponds
isle,isles
disability,disabilities
integrate,integrated;integrating;integrates
faint,faintest;fainted;fainter;fainting;faints
clinic,clinics
stranger,strangers
tonne,tonnes
beam,beams;beamed;beaming
cure,cured;cures;curing
slice,slices;sliced;slicing
convince,convinced;convincing;convinces
california,californias
accountant,accountants
frown,frowned;frowning;frowns
statute,statutes
insight,insights
knit,knitting;knitted;knits
lamb,lambs
rope,ropes;roped;roping
processor,processors
bull,bulls;bulling
robin,robins
reign,reigns;reigned;reigning
bulk,bulked;bulking;bulks
domain,domains
cinema,cinemas
egypt,egypts
butter,buttered;buttering;butters
removal,removals
bang,banging;banged;bangs
damn,damned;damning;damns
publishing,publishings
suspicion,suspicions
skirt,skirts;skirted;skirting
organic,organics
anniversary,anniversaries
civilian,civilians
ceremony,ceremonies
saint,saints
translate,translated;translating;translates
acre,acres
satellite,satellites
monopoly,monopolies
dock,docks;docked;docking
dump,dumped;dumping;dumps
stability,stabilities
miner,miners
drill,drilling;drilled;drills
nest,nests;nesting;nested
jail,jailed;jails;jailing
shortage,shortages
merger,mergers
tribunal,tribunals
stitch,stitches;stitched;stitching
curious,curiouser
explosion,explosions
jurisdiction,jurisdictions
adjustment,adjustments
alert,alerted;alerting;alerts
allegation,allegations
christopher,christophers
controversy,controversies
insect,insects
render,rendered;renders;rendering
sanction,sanctions;sanctioned;sanctioning
lion,lions
cm,cms
penny,pennies;pence
shame,shamed;shames;shaming
don,dons;donned;donning
lawrence,lawrences
insert,inserted;inserting;inserts
panic,panicking;panics;panicked
specification,specifications
cloth,cloths
dot,dots;dotted;dotting
gang,gangs;ganging;ganged
tide,tides;tiding;tided
greet,greeted;greeting;greets
clothing,clothings
illustration,illustrations
initiate,initiated;initiating;initiates
colony,colonies
emission,emissions
devote,devoted;devoting;devotes
exclusive,exclusives
taxi,taxis;taxiing;taxied
celebration,celebrations
therapy,therapies
louis,louiss
effectiveness,effectivenesses
fiction,fictions
passing,passings
laughter,laughters
tournament,tournaments
accommodate,accommodated;accommodating;accommodates
episode,episodes
romantic,romantics
admire,admired;admiring;admires
receipt,receipts
trustee,trustees
nursery,nurseries
ace,aces
accordance,accordances
overlook,overlooked;overlooking;overlooks
comply,complied;complying;complies
sheer,sheers;sheered;sheering
flee,fled;fleeing;flees
transformation,transformations
assert,asserted;asserting;asserts
criticise,criticised;criticising;criticises
verse,verses;versed
tender,tenders;tendered;tendering;tenderest
disadvantage,disadvantages;disadvantaged;disadvantaging
probe,probes;probed;probing
piano,pianos
advertisement,advertisements
shield,shields;shielded;shielding
invasion,invasions
graphics,graphicss
testing,testings
bible,bibles
adventure,adventures;adventuring;adventured
embrace,embraced;embracing;embraces
evolve,evolved;evolving;evolves
battery,batteries
rhythm,rhythms
hardware,hardwares
navy,navies
maria,marias
stimulate,stimulated;stimulates;stimulating
toilet,toilets
undermine,undermined;undermining;undermines
discrimination,discriminations
chemistry,chemistries
disturb,disturbed;disturbing;disturbs
enforce,enforced;enforcing;enforces
shelter,shelters;sheltered;sheltering
proposition,propositions;propositioned;propositioning
abbey,abbeys
boom,boomed;booming;booms
bass,basses
fluid,fluids
necessity,necessities
photo,photos
thou,thee;thy;thine;ye
courage,courages
myth,myths
server,servers
widow,widows;widowed
instant,instants
monthly,monthlies
interrupt,interrupted;interrupting;interrupts
provoke,provoked;provoking;provokes
hesitate,hesitated;hesitating;hesitates
await,awaiting;awaited;awaits
eighteenth,eighteenths
gender,genders;gendered
sandwich,sandwiches;sandwiched;sandwiching
handicap,handicapped;handicaps;handicapping
menu,menus
gay,gays;gayer;gayest
lamp,lamps
damp,damped;damper;damping;damps;dampest
situate,situated;situates;situating
wright,wrights
emphasize,emphasized;emphasizes;emphasizing
restoration,restorations
wildlife,wildlives
motive,motives
clue,clues;clued
noble,nobles;nobler;noblest
doctrine,doctrines
manor,manors
lorry,lorries
virus,viruses
artificial,artificials
mutter,muttered;muttering;mutters
heating,heatings
airline,airlines
jackson,jacksons
dc,dcs
institutional,institutionals
pity,pitied;pitying;pities
mechanical,mechanicals
biological,biologicals
brave,braved;braver;bravest;braving;braves
creditor,creditors
nationalist,nationalists
heritage,heritages
luxury,luxuries
flexibility,flexibilities
circular,circulars
intent,intents
leaflet,leaflets;leafleting;leafleted
forgive,forgiven;forgave;forgives;forgiving
sin,sins;sinned;sinning
smart,smarter;smarting;smartest;smarted;smarts
functional,functionals
spectrum,spectra;spectrums
hierarchy,hierarchies
log,logs;logged;logging
warmth,warmths
worship,worshipped;worships;worshipping
pensioner,pensioners
theft,thefts
ghost,ghosts;ghosted;ghosting
attendance,attendances
copper,coppers
indicator,indicators
ritual,rituals
elaborate,elaborated;elaborating;elaborates
pet,pets;petting;petted
loyalty,loyalties
sociology,sociologies
spectacular,spectaculars
fraction,fractions
pardon,pardoned;pardons;pardoning
portfolio,portfolios
successor,successors
sacrifice,sacrifices;sacrificed;sacrificing
pursuit,pursuits
productivity,productivities
fig,figs;figging
interim,interims
probability,probabilities
virgin,virgins
dull,dulled;duller;dullest;dulling;dulls
chap,chaps;chapping;chapped
developer,developers
essence,essences
forum,forums;fora
separation,separations
availability,availabilities
painter,painters
businessman,businessmen
continent,continents
fare,fares;fared;faring
refusal,refusals
overnight,overnights
seminar,seminars
equip,equipped;equipping;equips
tragedy,tragedies
devil,devils;devilled;devilling
flavour,flavours;flavoured;flavouring
hammer,hammered;hammering;hammers
landing,landings
curl,curled;curls;curling
justification,justifications
amateur,amateurs
beg,begged;begging;begs
consume,consumed;consuming;consumes
retreat,retreated;retreating;retreats
steep,steeper;steeped;steepest;steeping;steeps
carrier,carriers
classification,classifications
nasty,nasties;nastier;nastiest
unfair,unfairest
builder,builders
marx,marxes
duration,durations
analyst,analysts
continental,continentals
heel,heels;heeled;heeling
mask,masks;masked;masking
oxygen,oxygens
legislative,legislatives
aids,aidss
fraud,frauds
discretion,discretions
lifetime,lifetimes
primitive,primitives
receiver,receivers
missile,missiles
capitalism,capitalisms
juice,juices
riot,riots;rioted;rioting
colonel,colonels
oak,oaks
prejudice,prejudices;prejudiced;prejudicing
unite,united;uniting;unites
appendix,appendices;appendixes
density,densities
sculpture,sculptures;sculptured;sculpturing
fade,faded;fading;fades
shit,shits;shitting;shitted;shat
mud,muds;mudding;mudded
polytechnic,polytechnics
jet,jets;jetting;jetted
reporter,reporters
unionist,unionists
execute,executed;executing;executes
succession,successions
liberty,liberties;libertys
avenue,avenues
coloured,coloureds
hip,hips;hippest;hipper
unhappy,unhappier;unhappiest
abolish,abolished;abolishing;abolishes
hunter,hunters
educate,educated;educating;educates
modification,modifications
dean,deans
rod,rods;rodding
bureau,bureaux;bureaus
installation,installations
apartment,apartments
isolation,isolations
administer,administered;administering;administers
diagnosis,diagnoses
palm,palms;palmed;palming
trigger,triggered;triggers;triggering
moor,moors;moored;mooring
norm,norms
knight,knights;knighted;knighting
aggregate,aggregates;aggregated;aggregating;aggregated.
protestant,protestants
residence,residences
coup,coups;couped
dialogue,dialogues
allege,alleged;alleging;alleges
strand,strands;stranded;stranding
whisky,whiskies
inn,inns
musician,musicians
cluster,clusters;clustered;clustering
cupboard,cupboards
defender,defenders
physics,physicss
preliminary,preliminaries
blast,blasted;blasts;blasting
subsidy,subsidies
tutor,tutors;tutoring;tutored
champagne,champagnes
hedge,hedges;hedged;hedging
speculation,speculations
isolate,isolated;isolates;isolating
narrative,narratives
suicide,suicides
canadian,canadians
vertical,verticals
directory,directories
sensation,sensations
collector,collectors
glory,glories;gloried;glorying
casual,casuals
envisage,envisaged;envisages;envisaging
warrant,warrants;warranted;warranting
capability,capabilities
ingredient,ingredients
stance,stances
obscure,obscured;obscures;obscuring;obscurer;obscurest
bean,beans
screw,screwed;screws;screwing
evans,evanss
hungry,hungrier;hungriest
re,res
timing,timings
autonomy,autonomies
delegation,delegations
elder,elders
accent,accents;accented;accenting
cave,caves;caved;caving
tactic,tactics
trainer,trainers
diagram,diagrams;diagrammed
invent,invented;inventing;invents
olympic,olympics
entity,entities
minus,minuses;minusses
progressive,progressives
fantasy,fantasies
assign,assigned;assigning;assigns
consensus,consensuss
midnight,midnights
tropical,tropicals
resemble,resembles;resembled;resembling
cater,catering;catered;caters
opt,opted;opting;opts
concession,concessions
founder,founders;foundered;foundering
scratch,scratched;scratching;scratches
compact,compacts;compacted;compacting;compacter
blank,blanks;blanked;blanking;blanker;blankest
drum,drums;drummed;drumming
allen,allens
killer,killers
organism,organisms
resume,resumed;resuming;resumes
combat,combating;combats;combatting;combated;combatted
ferry,ferries;ferried;ferrying
hunting,huntings
ambulance,ambulances
