Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized
connectionism,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
connectionist,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
connective,NN,0.0,6.0,science,N,Y,N,N,C1,C1,0,True
connectivity,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True
connector,NN,0.0,0.0,NN,N,N,N,N,A4,A4,0,True
connivance,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
connive,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
connoisseur,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
connotation,NN,0.0,6.0,social_studies,N,N,N,N,A4,A4,0,True
connotative,NN,0.0,9.0,general,N,N,N,N,NN,NN,0,False
connote,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
connubial,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
conodont,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conquer,C1,5000.0,4.0,social_studies,N,Y,N,N,B1,B2,1,True
conqueror,NN,0.0,5.0,social_studies,N,N,N,N,C1,C1,1,True
conquest,NN,0.0,5.0,social_studies,N,N,N,N,B2,C1,1,True
conquistador,NN,0.0,5.0,social_studies,N,N,N,N,C3,C2,0,True
consanguineous,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
consanguinity,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conscience,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True
conscientious,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,False
conscientiously,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
conscientiousness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conscious,B2,3000.0,0.0,NN,Y,Y,N,Y,A3,A3,2,True
consciously,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,1,False
consciousness,C1,5000.0,0.0,NN,N,Y,N,N,A4,A4,1,True
conscript,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
conscription,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,0,True
consecrate,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True
consecration,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1,True
consecutive,C1,5000.0,6.0,math,N,N,Y,Y,B1,B1,1,False
consecutively,NN,0.0,0.0,NN,N,Y,N,N,C2,C2,0,False
consensual,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
consensus,C1,5000.0,0.0,NN,N,N,N,Y,A3,A3,1,True
consent,C1,5000.0,3.0,social_studies,N,Y,Y,Y,A3,A4,2,True
consequence,B1,3000.0,6.0,general,Y,N,N,N,A2,A2,2,True
consequent,NN,0.0,0.0,NN,N,N,N,N,B2,C2,1,True
consequential,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
consequently,B2,5000.0,9.0,general,N,N,N,N,A3,A3,1,False
conservancy,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True
conservation,B2,5000.0,2.0,science,N,Y,N,Y,A4,A4,1,True
conservationist,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True
conservatism,NN,0.0,9.0,social_studies,N,N,N,N,B2,B2,1,True
conservative,B2,3000.0,9.0,social_studies,Y,N,N,N,A2,A1,2,True
conservatively,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False
conservator,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
conservatory,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True
conserve,C1,5000.0,3.0,general,Y,Y,N,N,A4,A4,1,True
consider,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
considerable,B2,5000.0,0.0,NN,N,N,N,N,A2,A3,2,False
considerably,B2,5000.0,0.0,NN,N,Y,Y,Y,A4,B1,2,False
considerate,NN,0.0,0.0,NN,N,Y,Y,N,C1,C1,1,False
considerately,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
consideration,B2,3000.0,9.0,general,N,N,N,N,A2,A2,2,True
consign,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
consignee,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
consignment,NN,0.0,0.0,NN,N,N,Y,N,C1,C1,0,True
consignor,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
consist,B1,3000.0,5.0,general,N,N,N,N,A2,A3,2,True
consistency,C1,5000.0,9.0,general,N,Y,N,Y,B1,B1,1,True
consistent,B2,3000.0,6.0,general,Y,N,N,N,A2,A3,1,True
consistently,B2,5000.0,9.0,general,N,N,Y,Y,B1,B1,0,False
consolation,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,True
console,NN,0.0,0.0,NN,N,N,N,N,B2,B3,0,True
consolidate,C1,5000.0,9.0,social_studies,N,N,N,Y,B1,B1,1,True
consolidation,NN,0.0,9.0,social_studies,N,N,N,Y,B1,B2,1,True
consolidator,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
consonance,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
consonant,NN,0.0,0.0,NN,N,Y,N,N,A4,A4,1,True
consonantal,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
consort,NN,0.0,9.0,social_studies,N,N,N,N,C1,C2,0,True
consortium,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,0,True
conspecific,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conspicuous,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,False
conspicuously,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False
conspiracy,B2,5000.0,9.0,social_studies,N,Y,N,Y,B1,B1,1,True
conspirator,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
conspiratorial,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
conspiratorially,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
conspire,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1,True
constable,NN,0.0,6.0,social_studies,N,N,N,N,B2,C1,1,True
constabulary,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
constancy,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,True
constant,B2,3000.0,5.0,general,Y,N,N,N,A2,A3,2,True
constantinople,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,0,True
constantly,B2,3000.0,5.0,general,N,N,N,N,A3,A2,2,False
constellation,NN,0.0,2.0,science,N,N,N,N,B2,B3,1,True
consternation,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
constipate,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
constipation,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
constituency,NN,0.0,9.0,social_studies,N,N,N,Y,B1,B1,1,True
constituent,NN,0.0,9.0,social_studies,N,Y,N,Y,B1,B1,1,True
constitute,C1,5000.0,9.0,general,Y,N,N,N,A3,A3,1,True
constitution,C1,5000.0,1.0,social_studies,Y,Y,N,Y,A4,A3,1,True
constitutional,C1,5000.0,3.0,social_studies,N,Y,N,Y,A4,A4,1,True
constitutionalism,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
constitutionality,NN,0.0,9.0,social_studies,N,N,N,N,C2,C1,0,False
constitutionally,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0,False
constitutive,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False
constitutively,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
constrain,NN,0.0,0.0,NN,Y,N,N,Y,A4,A4,1,True
constraint,C1,5000.0,9.0,math,N,N,N,N,A3,A3,1,True
constrict,NN,0.0,9.0,science,N,Y,N,N,C1,C1,0,True
constriction,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
constrictor,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
construal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
construct,B2,3000.0,3.0,general,Y,N,N,N,A2,A3,2,True
construction,B2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True
constructional,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
constructive,NN,0.0,5.0,science,N,N,N,Y,B1,B1,1,False
constructively,NN,0.0,9.0,science,N,N,N,N,C1,C1,0,False
constructivism,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
constructivist,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
constructor,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
construe,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True
consul,NN,0.0,6.0,social_studies,N,N,N,N,C1,C1,1,True
consular,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,False
consulate,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
consulship,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
consult,B2,5000.0,6.0,general,N,N,N,N,A3,A3,2,True
consultancy,NN,0.0,0.0,NN,N,N,N,Y,B2,C1,0,True
consultant,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,1,True
consultation,C1,5000.0,0.0,NN,N,N,Y,Y,A4,A4,1,True
consultative,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
consumable,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
consume,B1,3000.0,2.0,social_studies,Y,N,N,N,A3,A3,1,True
consumer,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True
consumerism,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0,True
consumerist,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
consummate,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
consummation,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
consumption,B2,5000.0,9.0,general,Y,Y,Y,Y,A3,A4,1,True
consumptive,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
contact,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
contactable,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,False
contagion,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
contagious,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,False
contain,A2,3000.0,2.0,general,Y,N,N,N,A1,A2,2,True
container,B1,3000.0,0.0,NN,N,Y,Y,Y,A4,A4,2,True
containment,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,0,True
contaminant,NN,0.0,9.0,science,N,N,N,N,C1,B3,0,True
contaminate,NN,0.0,6.0,science,N,Y,N,N,B1,B1,1,True
contamination,NN,0.0,6.0,science,N,N,N,N,B2,B2,0,True
contemnor,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contemplate,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1,True
contemplation,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,1,True
contemplative,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
contemplatively,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
contemporaneity,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contemporaneous,NN,0.0,0.0,NN,N,N,N,N,C1,NN,0,False
contemporaneously,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
contemporary,B2,3000.0,9.0,general,N,N,N,N,A3,A3,2,True
contempt,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True
contemptible,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1,False
contemptuous,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,False
contemptuously,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1,False
contend,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1,True
contender,C1,5000.0,0.0,NN,N,N,N,N,B2,B1,0,True
content,B1,3000.0,3.0,general,Y,N,N,N,A2,A2,0,True
contentedly,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
contention,C1,5000.0,0.0,NN,N,N,N,N,B2,B2,1,True
contentious,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,False
contentment,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True
contest,B2,3000.0,0.0,NN,N,N,N,N,A3,A3,2,True
contestable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
contestant,NN,0.0,0.0,NN,N,N,Y,N,B3,B3,0,True
context,A2,3000.0,2.0,general,Y,N,N,N,A2,A2,2,True
contextual,NN,0.0,0.0,NN,N,Y,N,N,B2,C1,0,False
contextualize,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
contextually,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False
contig,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contiguity,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
contiguous,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
continence,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
continent,A2,3000.0,1.0,social_studies,N,Y,N,Y,A4,A3,2,True
continental,NN,0.0,4.0,science,N,Y,Y,Y,B1,B2,1,True
contingency,NN,0.0,0.0,NN,N,N,N,Y,B1,B1,0,True
contingent,NN,0.0,0.0,NN,N,N,N,Y,B1,B2,0,True
contingently,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
continual,NN,0.0,9.0,general,N,N,N,N,B2,B3,1,False
continually,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1,False
continuance,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True
continuation,NN,0.0,0.0,NN,N,N,N,N,B1,B1,1,True
continue,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
continuity,NN,0.0,9.0,general,N,Y,N,Y,A4,A4,1,True
continuo,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
continuous,B1,3000.0,6.0,general,N,N,N,N,A3,A3,2,False
continuously,NN,0.0,6.0,general,N,Y,N,Y,B1,B2,1,False
continuum,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,True
contort,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
contortion,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
contortionist,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contour,NN,0.0,5.0,science,N,Y,N,N,A4,A4,1,True
contra,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
contraband,NN,0.0,6.0,social_studies,N,N,N,N,C1,C1,0,True
contraception,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True
contraceptive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True
contract,B2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
contractile,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,False
contractility,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contraction,NN,0.0,2.0,science,N,Y,Y,N,B2,B3,1,True
contractor,C1,5000.0,0.0,NN,N,N,Y,Y,B1,A4,1,True
contractual,NN,0.0,0.0,NN,N,N,N,Y,B2,C1,0,True
contractually,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False
contradict,NN,0.0,9.0,general,Y,Y,Y,N,A4,A4,1,True
contradiction,C1,5000.0,6.0,general,N,N,Y,N,A4,A4,1,True
contradictory,NN,0.0,9.0,general,N,N,N,N,A4,A4,1,True
contradistinction,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contrail,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contraindicate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contraindication,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
contralateral,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
contralto,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
contrapositive,NN,0.0,9.0,math,N,N,N,N,NN,NN,0,True
contraption,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
contrapuntal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
contrarian,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
contrarily,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
contrary,C1,5000.0,0.0,NN,N,Y,Y,Y,A3,A4,1,True
contrast,B1,3000.0,2.0,general,Y,N,N,N,A2,A3,2,True
contrastive,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
contravene,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
contravention,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
contretemps,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
contribute,B2,3000.0,5.0,general,Y,N,N,N,A2,A2,2,True
contribution,B2,3000.0,5.0,general,N,N,N,N,A2,A2,2,True
contributor,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1,True
contributory,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True
contrite,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
contrition,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
contrivance,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1,True
contrive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True
control,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
controllable,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
controller,NN,0.0,0.0,NN,N,N,N,Y,B1,B1,1,True
controversial,B2,5000.0,0.0,NN,N,N,N,N,A3,A2,1,False
controversially,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
controversy,B2,5000.0,6.0,social_studies,Y,Y,N,Y,A3,A3,1,True
contusion,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
conundrum,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
conurbation,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
convalesce,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
convalescence,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
convalescent,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
convection,NN,0.0,4.0,science,N,Y,N,N,C1,C1,0,True
convective,NN,0.0,9.0,science,N,N,N,N,C4,NN,0,False
convector,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
convene,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True
convener,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
convenience,B2,5000.0,0.0,NN,N,Y,Y,Y,B1,B1,1,True
convenient,B1,3000.0,6.0,general,N,Y,Y,Y,A4,B1,2,True
conveniently,NN,0.0,0.0,NN,N,Y,Y,N,B2,C1,1,False
convent,NN,0.0,9.0,social_studies,N,N,N,N,B3,C1,1,True
conventicle,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
convention,B2,5000.0,0.0,NN,Y,N,N,N,A2,A2,2,True
conventional,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,2,False
conventionalism,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conventionality,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
conventionalize,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conventionally,NN,0.0,0.0,NN,N,Y,N,N,C1,C2,0,False
conventions,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,2,False
converge,NN,0.0,6.0,general,Y,N,N,Y,A4,A4,1,True
convergence,NN,0.0,9.0,science,N,N,N,Y,A4,A4,0,True
convergent,NN,0.0,6.0,science,N,N,N,N,C2,C2,0,False
conversant,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False
conversation,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
conversational,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,False
conversationalist,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
conversationally,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
converse,NN,0.0,6.0,math,N,N,N,N,B3,B3,0,True
conversely,NN,0.0,9.0,general,N,Y,N,N,B1,B3,1,False
conversion,C1,5000.0,6.0,general,N,N,N,Y,B1,B1,1,True
convert,B2,3000.0,4.0,general,Y,N,N,N,A3,A3,2,True
converter,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
convertibility,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
convertible,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,1,True
convex,NN,0.0,4.0,science,N,N,N,N,C1,C3,1,False
convexity,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
convey,B2,5000.0,5.0,general,N,Y,Y,Y,A4,B1,1,True
conveyance,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True
conveyancer,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
conveyer,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
conveyor,NN,0.0,6.0,science,N,N,N,N,C1,C1,0,True
convict,C1,5000.0,5.0,social_studies,N,Y,N,Y,B1,A4,1,True
conviction,C1,5000.0,6.0,social_studies,N,N,N,Y,A4,A4,1,True
convince,B1,3000.0,4.0,general,Y,N,N,N,A2,A2,2,True
convinced,B2,3000.0,0.0,NN,N,N,N,N,NN,NN,0,False
convincing,B2,5000.0,0.0,NN,N,N,N,N,NN,NN,1,False
convincingly,NN,0.0,9.0,general,N,N,N,N,B3,C1,0,False
convivial,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
conviviality,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
convocation,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
convolute,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
convoluted,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
convolution,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
convolvulus,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
convoy,NN,0.0,0.0,NN,N,N,N,N,B2,B1,1,True
convulse,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
convulsion,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True
convulsive,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
convulsively,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
coo,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
cook,A1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True
cookbook,NN,0.0,0.0,NN,N,N,Y,N,C1,B2,0,True
cooker,NN,0.0,0.0,NN,N,N,N,N,B1,B2,2,True
cookery,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True
cookhouse,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
cookie,A2,3000.0,0.0,NN,N,Y,Y,N,B1,B1,2,True
cooking,A1,3000.0,0.0,NN,N,N,N,N,NN,NN,2,True
cookout,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
cookware,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
cool,A1,3000.0,0.0,NN,Y,N,N,N,A2,A1,2,True
coolant,NN,0.0,9.0,science,N,N,N,N,C2,C3,0,True
cooler,NN,0.0,0.0,NN,N,N,Y,N,C1,B2,1,True
coolie,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
coolly,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False
coolness,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
coon,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
coop,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
cooper,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
cooperate,C1,5000.0,9.0,general,Y,Y,Y,N,B1,A4,1,True
cooperation,NN,0.0,3.0,social_studies,N,N,N,N,A3,A2,1,True
cooperative,C1,5000.0,9.0,general,N,Y,N,Y,B1,B1,1,True
cooperatively,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False
cooperator,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
coordinate,C1,5000.0,5.0,general,Y,N,Y,Y,A4,A3,1,True
coordination,C1,5000.0,9.0,science,N,N,N,Y,A4,A4,1,True
coordinator,C1,5000.0,0.0,NN,N,N,Y,N,B2,B1,1,True
coot,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
cop,B2,5000.0,0.0,NN,N,N,N,N,B1,A4,0,True
copal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
cope,B2,5000.0,0.0,NN,N,N,N,N,A2,A3,2,True
copepod,NN,0.0,9.0,science,N,N,N,N,C4,NN,0,True
copier,NN,0.0,0.0,NN,N,N,Y,N,C1,C1,0,True
copilot,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
copious,NN,0.0,9.0,social_studies,N,N,N,N,C1,C2,1,False
copiously,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
coplanar,NN,0.0,9.0,math,N,N,N,N,NN,NN,0,False
copout,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True
copper,C1,5000.0,3.0,science,N,Y,N,Y,B1,B1,1,True
copperhead,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,0,True
copperplate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
coppery,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
coppice,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
copra,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
coprocessor,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
coprolite,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True
copse,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
copula,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
copular,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
copulate,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
copulation,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
copulatory,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
copy,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True
copybook,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
copycat,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
copyist,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
copyright,C1,5000.0,9.0,general,N,Y,Y,Y,B1,B1,1,True
copywriter,NN,0.0,0.0,NN,N,N,N,N,C3,NN,1,True
coquette,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
coquettish,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
coquettishly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
coracle,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
coral,NN,0.0,2.0,science,N,Y,N,N,B2,B2,1,True
corbel,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
cord,NN,0.0,3.0,science,N,Y,Y,N,A4,A4,1,True
cordage,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
cordial,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,True
cordially,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1,False
cordillera,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
cordite,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
cordless,NN,0.0,0.0,NN,N,N,Y,N,C1,C1,0,False
cordoba,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
cordon,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
corduroy,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
core,B2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True
coreference,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
