Word,Lemmas
billboard,billboards
billet,billets;billetted;billeting;billeted
billiards,billiardss
billion,billions
billionaire,billionaires
billionth,billionths
billow,billowing;billowed;billows
billy,billies
bimbo,bimbos
bimonthly,bimonthlies
bin,bins;binned;binning
binary,binaries;binarys
bind,bound;binding;binds
binder,binders
bindweed,bindweeds
binge,binges;bingeing;binged
bingo,bingoes
binnacle,binnacles
binoculars,binocular
binomial,binomials
bio,bios
bioassay,bioassays;bioassaying;bioassayed
biochemical,biochemicals
biochemist,biochemists
biochemistry,biochemistries
biodiversity,biodiversities
bioengineer,bioengineering;bioengineered
bioethic,bioethics
biofeedback,biofeedbacks
biofuel,biofuels
biogenesis,biogeneses
biogeography,biogeographies
biographer,biographers
biography,biographies
biologic,biologics
biological,biologicals
biologist,biologists
biology,biologies
bioluminescence,bioluminescences
biomarker,biomarkers
biomass,biomasses
biome,biomes
biomedicine,biomedicines
biometric,biometrics
biomolecule,biomolecules
biomorph,biomorphs
biophysics,biophysicss
biopsy,biopsies;biopsied
bioremediation,bioremediations
biosphere,biospheres
biosynthesis,biosyntheses
biota,biotas
biotechnology,biotechnologies
bioterrorism,bioterrorisms
biotin,biotins
biotite,biotites
biotype,biotypes
bioweapon,bioweapons
biped,bipeds
bipedal,bipedals
biphenyl,biphenyls
biplane,biplanes
bipolar,bipolars
birch,birches;birched;birching
bird,birds;birded;birding;birdings
birdbath,birdbaths
birdcage,birdcages
birdhouse,birdhouses
birdie,birdies
birdsong,birdsongs
birdwatch,birdwatching
birdwatcher,birdwatchers
biro,biros
birth,births
birthday,birthdays
birthmark,birthmarks
birthplace,birthplaces
birthrate,birthrates
birthright,birthrights
biscuit,biscuits
bisect,bisected;bisects;bisecting
bisection,bisections
bisexual,bisexuals
bisexuality,bisexualities
bishop,bishops
bishopric,bishoprics
bismuth,bismuths
bison,bisons
bisque,bisques
bistable,bistables
bistro,bistros
bit,bits;bitted;bitting;bittings
bit-by-bit,bitbybit;bitbybits;bit by bit;bit by bits
bitch,bitches;bitching;bitched
bitchiness,bitchinesses
bitchy,bitchiest;bitchier
bite,bit;biting;bites;bitten
biter,biters
bitmap,bitmaps;bitmapped
bits-and-pieces,bitsandpieces;bitsandpiecess;bits and pieces;bits and piecess
bitter,bitters;bitterest
bittern,bitterns
bitterness,bitternesses
bittersweet,bittersweets
bitty,bitties;bittier;bittiest
bitumen,bitumens
bivalent,bivalents
bivalve,bivalves;bivalved
bivouac,bivouacs;bivouacking;bivouacked
biweekly,biweeklies
blab,blabbed;blabbing;blabs
black,blacks;blacked;blacker;blackest;blacking
blackball,blackballs;blackballing;blackballed
blackberry,blackberries;blackberrying
blackbird,blackbirds
blackboard,blackboards
blackbody,blackbodies
blackcurrant,blackcurrants
blacken,blackened;blackening;blackens
blackface,blackfaces
blackhead,blackheads
blackjack,blackjacks
blackleg,blacklegs;blacklegging
blacklist,blacklisted;blacklisting;blacklists
blackmail,blackmailed;blackmailing;blackmails
blackmailer,blackmailers
blackness,blacknesses
blackout,blackouts
blacksmith,blacksmiths
blackspot,blackspots
blackthorn,blackthorns
blacktop,blacktops
blackwater,blackwaters
bladder,bladders;bladdered
blade,blades;bladed
blah,blahs
blame,blamed;blaming;blames
blanc,blancs
blanch,blanched;blanching;blanches
blancmange,blancmanges
bland,blander;blandest;blanding
blandishment,blandishments
blandness,blandnesses
blank,blanks;blanked;blanking;blanker;blankest
blanket,blankets;blanketed;blanketing
blankness,blanknesses
blare,blaring;blared;blares
blaspheme,blasphemed;blaspheming;blasphemes
blasphemer,blasphemers
blasphemy,blasphemies
blast,blasted;blasts;blasting
blaster,blasters
blastocoel,blastocoels
blastocyst,blastocysts
blastoderm,blastoderms
blastoff,blastoffs
blastomere,blastomeres
blastula,blastulas
blather,blathering;blathers;blathered
blaze,blazing;blazed;blazes
blazer,blazers;blazered
blazon,blazoned;blazons;blazoning
bleach,bleaching;bleached;bleaches
bleacher,bleachers
bleak,bleaker;bleakest
bleakness,bleaknesses
bleary,blearier;bleariest
bleat,bleating;bleated;bleats
bleed,bleeding;bled;bleeds;bleedin
bleep,bleeps;bleeping;bleeped
blemish,blemishes;blemished;blemishing
blend,blended;blends;blending;blent
blender,blenders
bless,blessed;blessing;blesses;blest
blessing,blessings
bleu,bleus
blight,blighted;blighting;blights
blimp,blimps
blind,blinds;blinded;blinding;blinder
blindfold,blindfolded;blindfolds;blindfolding
blindness,blindnesses
blini,blinis
blink,blinked;blinking;blinks
blinker,blinkered;blinkering;blinkers
blip,blips;blipped
bliss,blissing;blissed;blisses
blister,blisters;blistered;blistering
blitz,blitzes;blitzing;blitzed
blitzkrieg,blitzkriegs
blizzard,blizzards;blizzarding;blizzarded
bloat,bloating;bloats;bloated
blob,blobs;blobbed
bloc,blocs
block,blocks;blocked;blocking
blockade,blockaded;blockades;blockading
blockage,blockages
blockbuster,blockbusters
blocker,blockers
blockhouse,blockhouses
blocky,blockier
blog,blogs
blogger,bloggers
bloke,blokes
blond,blonder;blonded;blonds
blonde,blondes
blood,bloods;blooded;blooding
blood-count,bloodcount;bloodcounts;blood count;blood counts
blood-donor,blooddonor;blooddonors;blood donor;blood donors
blood-pressure,blood-pressures;bloodpressure;bloodpressures;blood pressure;blood pressures
bloodbath,bloodbaths
bloodhound,bloodhounds
bloodletting,bloodlettings
bloodline,bloodlines
bloodlust,bloodlusting
bloodshed,bloodsheds
bloodstain,bloodstains
bloodstock,bloodstocks
bloodstream,bloodstreams
bloodthirsty,bloodthirstier;bloodthirstiest
bloodworm,bloodworms
bloody,bloodiest;bloodied;bloodies;bloodying;bloodier
bloom,blooms;blooming;bloomed
bloomer,bloomers
blossom,blossomed;blossoms;blossoming
blot,blotted;blotting;blots
blotch,blotches;blotched
blotchy,blotchier;blotchiest
blotter,blotters
blouse,blouses;bloused;blousing
blow,blew;blown;blowing;blows;blowed
blow-your-mind,blowyourmind;blowyourminds;blow your mind;blow your minds
blow-your-nose,blowyournose;blowyournoses;blow your nose;blow your noses
blowback,blowbacks
blower,blowers
blowfish,blowfish
blowgun,blowguns
blowhard,blowhards
blowhole,blowholes
blowout,blowouts
blowsy,blowsier;blowsiest
blowtorch,blowtorches
blowup,blowups
blubber,blubbering;blubbered;blubbers
bludgeon,bludgeoned;bludgeoning;bludgeons
blue,blues;bluer;bluest;blueing;blued;blueed
bluebell,bluebells
blueberry,blueberries
bluebird,bluebirds
bluebonnet,bluebonnets
bluebottle,bluebottles
bluefin,bluefins
bluegrass,bluegrasses
blueness,bluenesses
blueprint,blueprints;blueprinted
bluestone,bluestones
bluey,blueyer
bluff,bluffing;bluffs;bluffed;bluffer
blunder,blunders;blundered;blundering
blunderbuss,blunderbusses
blunt,blunted;blunter;blunts;blunting;bluntest
bluntness,bluntnesses
blur,blurred;blurring;blurs
blurb,blurbs;blurbed;blurbing
blurry,blurriest;blurrier
blurt,blurted;blurting;blurts
blush,blushed;blushing;blushes
blusher,blushers
bluster,blustered;blustering;blusters
boa,boas
boar,boars
board,boards;boarded;boarding;boardings
board-game,boardgame;boardgames;board game;board games
boarder,boarders
boardroom,boardrooms
boardwalk,boardwalks
boast,boasts;boasted;boasting
boastfulness,boastfulnesses
boat,boats;boating;boated;boatings
boater,boaters;boatered
boathouse,boathouses
boatload,boatloads
boatman,boatmen
boatswain,boatswains
boatyard,boatyards
bob,bobbing;bobbed;bobs
bobbin,bobbins
bobble,bobbles;bobbled;bobbling
bobby,bobbies
bobcat,bobcats
bobsled,bobsleds
bock,bocking
bode,bodes;boded;boding
bodega,bodegas
bodice,bodices;bodiced
body,bodies;bodied;bodying;bodys
bodybuilder,bodybuilders
bodyguard,bodyguards;bodyguarding
bodywork,bodyworks
boffin,boffins
bog,bogs;bogged;bogging
bogey,bogeys;bogeyed;bogeying
bogeyman,bogeymen
boggle,boggles;boggling;boggled
boggy,boggier;boggiest
bogie,bogies
bohemia,bohemias
bohemian,bohemians
boil,boiling;boiled;boils
boiled,boileds
boiler,boilers;boilered
boilerplate,boilerplating
boiling,boilings
bola,bolas
bold,bolder;boldest
boldface,boldfaced
boldness,boldnesses
bole,boles
bolero,boleros
bolide,bolides
boll,bolls
bollard,bollards
bollock,bollocks;bollocked;bollocking
bollworm,bollworms
bologna,bolognas
bolshevik,bolsheviks
bolshy,bolshies
bolster,bolstered;bolstering;bolsters
bolt,bolts;bolted;bolting
bolus,boluss
bomb,bombs;bombed;bombing
bombard,bombarded;bombarding;bombards
bombardier,bombardiers
bombardment,bombardments
bombast,bombasts
bomber,bombers
bombing,bombings
bombshell,bombshells
bombsight,bombsights
bonanza,bonanzas
bonbon,bonbons
bond,bonds;bonded;bonding
bondage,bondages
bondholder,bondholders
bondsman,bondsmen
bone,bones;boning;boned;bonings
bonefish,bonefishing
bonfire,bonfires
bong,bongs
bongo,bongos
bonhomie,bonhomies
bonnet,bonnets
bonny,bonniest;bonnier
bonobo,bonoboes
bonsai,bonsais
bonus,bonuses
bony,bonier;boniest
boo,boos;booing;booed;booings
boob,boobs;boobed;boobing
booby,boobies
boodle,boodles
boogie,boogieing;boogies;boogied
book,books;booked;booking;bookings
bookbinder,bookbinders
bookbinding,bookbindings
bookcase,bookcases
bookend,bookends;bookending
booker,bookers;bookering
bookie,bookies
booking,bookings
bookkeeper,bookkeepers
bookkeeping,bookkeepings
booklet,booklets
bookmaker,bookmakers
bookmark,bookmarks
bookplate,bookplates
bookseller,booksellers
bookshelf,bookshelves
bookshop,bookshops
bookstore,bookstores
bookworm,bookworms
boolean,booleans
boom,boomed;booming;booms;boomings
boomer,boomers
boomerang,boomerangs;boomeranging;boomeranged
boon,boons
boondoggle,boondoggles;boondoggling;boondoggled
boost,boosted;boosting;boosts
booster,boosters
boot,boots;booted;booting
bootee,bootees
booth,booths
bootlace,bootlaces
bootleg,bootlegs;bootlegging;bootlegged
bootlegger,bootleggers
bootstrap,bootstraps
booty,booties
booze,boozing;boozed;boozes
boozy,boozier
bop,bopped;bopping;bops
borax,boraxes
bordello,bordellos
border,borders;bordering;bordered
borderland,borderlands
borderline,borderlines
bore,bored;boring;bores
boredom,boredoms
borehole,boreholes;boreholing
borer,borers
boring,borings
born,borning;borns
boron,borons
borough,boroughs
borrow,borrowed;borrowing;borrows
borrower,borrowers
borstal,borstals
bosom,bosoms
boson,bosons
boss,bosses;bossed;bossing
bossy,bossiest;bossier
boston,bostons
bot,bots;botting
bota,botas
botanical,botanicals
botanist,botanists
botany,botanies
botch,botched;botching;botches
bother,bothered;bothering;bothers
bothy,bothies
boto,botos
botox,botoxes
bottle,bottles;bottled;bottling;bottlings
bottleneck,bottlenecks;bottlenecking
bottlenose,bottlenoses
bottler,bottlers
bottom,bottoms;bottoming;bottomed;bottomings
bottomland,bottomlands
botulinum,botulinums
botulism,botulisms
boudoir,boudoirs
bouffant,bouffants
bougainvillea,bougainvilleas
bough,boughs;boughing
bouillon,bouillons
boulder,boulders;bouldering
boulevard,boulevards
bounce,bounced;bouncing;bounces
bounce-back,bounceback;bouncebacks;bounce back;bounce backs
bouncer,bouncers
bouncy,bouncier;bounciest
bound,bounds;bounded;bounding;boundings
boundary,boundaries
bounder,bounders
bounds,boundss
bounty,bounties;bountys
bouquet,bouquets
bourbon,bourbons
bourgeois,bourgeois
bourgeoisie,bourgeoisies
bourse,bourses
bout,bouts
boutique,boutiques
bovine,bovines
bow,bowed;bows;bowing
bowel,bowels
bower,bowers;bowering
bowery,boweries
bowhead,bowheads
bowl,bowls;bowled;bowling;bowlings
bowler,bowlers
bowman,bowmen;bowmans
bowsprit,bowsprits
bowstring,bowstrings
box,boxes;boxed;boxing;boxings
boxcar,boxcars
boxer,boxers
boxing,boxings
boxplot,boxplots
boxwood,boxwoods
boxy,boxier
boy,boys
boycott,boycotted;boycotting;boycotts
boyfriend,boyfriends
boyhood,boyhoods
boyishness,boyishnesses
bozo,bozos
bra,bras
brace,braced;braces;bracing
bracelet,bracelets
bracero,braceros
brachiopod,brachiopods
bracken,brackens;brackened
bracket,brackets;bracketed;bracketing;bracketted
bract,bracts
brad,brads
bradycardia,bradycardias
brae,braes
brag,bragging;bragged;brags
braggadocio,braggadocios
braggart,braggarts
brahman,brahmans
brahmin,brahmins
braid,braids;braided;braiding
braille,brailles
brain,brains;braining;brained
brainchild,brainchilds
brainpower,brainpowers
brainstem,brainstems
brainstorm,brainstorming;brainstorms
brainwash,brainwashed;brainwashing;brainwashes
brainwave,brainwaves
brainy,brainiest;brainier
braise,braised;braising;braises
brake,brakes;braked;braking
bramble,brambles;brambling
brambling,bramblings
bran,brans
branch,branches;branched;branching
brand,brands;branded;branding
brand-new,brandnew;brandnews;brand new;brand news
brandish,brandishing;brandished;brandishes
brandy,brandies
brash,brasher;brashest;brashed
brashness,brashnesses
brasilia,brasilias
brass,brasses;brassed
brasserie,brasseries
brassiere,brassieres
brassy,brassier;brassiest
brat,brats
bravado,bravados
brave,braved;braver;bravest;braving;braves
braveness,bravenesses
bravery,braveries
bravo,bravos
bravura,bravuras
brawl,brawls;brawling;brawled
brawn,brawns
brawny,brawnier;brawniest
bray,brayed;braying;brays
brazen,brazened;brazening;brazens
brazier,braziers
brazil,brazils
breach,breaches;breached;breaching
bread,breads;breaded;breading;breadings
breadbasket,breadbaskets
breadcrumb,breadcrumbs;breadcrumbed
breadfruit,breadfruits
breadline,breadlines
breadstick,breadsticks
breadth,breadths
breadwinner,breadwinners
break,broke;broken;breaking;breaks
break-a-record,breakarecord;breakarecords;break a record;break a records
break-down,break-downs;breakdown;breakdowns;break down;break downs
break-even,breakeven;breakevens;break even;break evens
break-free,breakfree;breakfrees;break free;break frees
break-in,break-ins;breakin;breakins;break in;break ins
break-out,break-outs;breakout;breakouts;break out;break outs
break-the-ice,breaktheice;breaktheices;break the ice;break the ices
break-the-law,breakthelaw;breakthelaws;break the law;break the laws
break-up,break-ups;breakup;breakups;break up;break ups
breakable,breakables
breakage,breakages
breakaway,breakaways
breakdown,breakdowns
breaker,breakers
breakfast,breakfasts;breakfasted;breakfasting;breakfastings
breakneck,breaknecking
breakout,breakouts
breakpoint,breakpoints
breakthrough,breakthroughs
breakup,breakups
breakwater,breakwaters
bream,breams;breaming;breamed;bream
breast,breasts;breasted;breasting
breastbone,breastbones
breastfeed,breastfeeding;breastfeeds;breastfed
breastplate,breastplates
breaststroke,breaststrokes
breath,breaths
breathalyser,breathalysers
breathalyze,breathalyzes;breathalyzing;breathalyzed
breathalyzer,breathalyzers
breathe,breathing;breathed;breathes;breathings
breather,breathers
breathing,breathings
breccia,breccias
breech,breeches;breeched;breeching
breed,breeds;bred;breeding
breeder,breeders
breeze,breezes;breezed;breezing
breezy,breeziest;breezier
brethren,brethrens
breve,breves
breviary,breviaries
brevity,brevities
brew,brewed;brewing;brews
brewer,brewers
brewery,breweries
briar,briars
briard,briards
bribe,bribes;bribed;bribing
bribe-,bribe;bribes;bribe ;bribe s
bribery,briberies
brick,bricks;bricked;bricking
bricklayer,bricklayers
bricklaying,bricklayings
brickwork,brickworks;brickworking
bridal,bridals
bride,brides
bridegroom,bridegrooms
bridesmaid,bridesmaids
bridge,bridges;bridged;bridging;bridgings
bridgehead,bridgeheads
bridle,bridles;bridled;bridling
bridleway,bridleways
brief,briefed;briefing;briefs;briefest;briefer
briefcase,briefcases
brier,briers
brigade,brigades
brigadier,brigadiers
brigand,brigands
bright,brighter;brightest
brighten,brightened;brightening;brightens
brightness,brightnesses
brill,brills
brilliance,brilliances
brilliant,brilliants
brim,brimming;brimmed;brims
brimstone,brimstones
brine,brines;brining;brined
bring,brought;bringing;brings;bringings
bring-a-lump-to-your-throat,bringalumptoyourthroat;bringalumptoyourthroats;bring a lump to your throat;bring a lump to your throats
brink,brinks
brinkmanship,brinkmanships
brioche,brioches
briquette,briquettes
brisk,brisker;briskest;brisking
brisket,briskets
bristle,bristles;bristling;bristled
bristly,bristlier;bristliest
brit,brits
britain,britains
britches,britches
british,britishes
brittle,brittling;brittler;brittlest
bro,bros
broach,broached;broaching;broaches
broad,broader;broadest;broads
broadcast,broadcasts;broadcasting;broadcasted
broadcaster,broadcasters
broadcloth,broadcloths
broaden,broadened;broadening;broadens
broadsheet,broadsheets
broadside,broadsides
broadway,broadways
brocade,brocades;brocading;brocaded
broccoli,broccolis
brochure,brochures
brogue,brogues
broil,broiled;broils;broiling
broiler,broilers
broker,brokers;brokered
brokerage,brokerages
brolly,brollies
bromide,bromides
bromine,bromines
bronchiole,bronchioles
bronchitis,bronchitis
bronchodilator,bronchodilators
bronchus,bronchuss
bronco,broncos
bronze,bronzes;bronzing
brooch,brooches
brood,brooded;broods;brooding
broody,broodies
brook,brooks;brooked;brooking
broom,brooms
broomstick,broomsticks
broth,broths
brothel,brothels
brother,brothers;brethren
brotherhood,brotherhoods
brougham,broughams
brouhaha,brouhahas
brow,brows
browbeat,browbeating;browbeats;browbeaten
brown,browns;browned;browner;browning;brownest
brownie,brownies
brownout,brownouts
brownstone,brownstones
browny,brownies
browse,browsing;browsed;browses
browser,browsers
bruin,bruins
bruise,bruises;bruised;bruising
bruiser,bruisers
brunch,brunches
brunette,brunettes
brunt,brunts
brush,brushed;brushes;brushing;brushings
brushstroke,brushstrokes
brushwood,brushwoods
brushwork,brushworks
brutal,brutals
brutality,brutalities
brutalize,brutalized;brutalizing;brutalizes
brute,brutes
bryony,bryonies
bubble,bubbles;bubbling;bubbled;bubblings
bubbly,bubbliest;bubblier
buccaneer,buccaneers
buck,bucks;bucked;bucking
bucket,buckets;bucketing;bucketed
bucketful,bucketfuls
buckeye,buckeyes
buckle,buckles;buckled;buckling
buckram,buckrams;buckraming;buckramed
buckskin,buckskins
buckthorn,buckthorns
buckwheat,buckwheats
buckyball,buckyballs
bucolic,bucolics
bud,buds;budded;budding
buddhism,buddhisms
buddhist,buddhists
buddy,buddies
budge,budged;budging;budges
budgerigar,budgerigars
budget,budgets;budgeted;budgeting
budgie,budgies
buff,buffs;buffing;buffed
buffalo,buffalos;buffaloes
buffer,buffers;buffered;buffering
buffet,buffets;buffetted;buffeting;buffeted
buffoon,buffoons
bug,bugs;bugged;bugging
bugbear,bugbears
bugger,buggers;buggered;buggering
buggery,buggeries
buggy,buggies
bugle,bugles
bugler,buglers
build,built;building;builds;builded;buildings
builder,builders
building,buildings
buildup,buildups
bulb,bulbs
bulge,bulging;bulged;bulges
bulimia,bulimias
bulimic,bulimics
bulk,bulked;bulking;bulks;bulkings
bulkhead,bulkheads
bulky,bulkier;bulkiest
bull,bulls;bulling
bulldog,bulldogs
bulldoze,bulldozed;bulldozing;bulldozes
bulldozer,bulldozers;bulldozered
bullet,bullets
bulletin,bulletins
bulletin-board,bulletinboard;bulletinboards;bulletin board;bulletin boards
bulletproof,bulletproofs;bulletproofing;bulletproofed
bullfight,bullfights;bullfighting
bullfighter,bullfighters
bullfrog,bullfrogs
bullhorn,bullhorns
bullion,bullions
bullock,bullocks;bullocking;bullocked
bullpen,bullpens
bullring,bullrings
bullshit,bullshitting;bullshits;bullshitted
bully,bullied;bullying;bullies
bulrush,bulrushes
bulwark,bulwarks
bum,bums;bumming;bummed
bumble,bumbling;bumbled;bumbles
bumblebee,bumblebees
bumf,bumfs
bummer,bummers
bump,bumped;bumping;bumps
bumper,bumpers
bumpy,bumpier;bumpiest
bun,buns;bunning;bunned
bunch,bunches;bunched;bunching
bundle,bundled;bundles;bundling;bundlings
bung,bunged;bunging;bungs
bungalow,bungalows
bungee,bungees
bungle,bungled;bungles;bungling
bunion,bunions
bunk,bunks;bunked;bunking
bunker,bunkers;bunkered;bunkering
bunny,bunnies;bunnys;bunnied
bunt,bunts;bunting;bunted
buoy,buoyed;buoys;buoying
buoyancy,buoyancies
burble,burbling;burbled;burbles
burden,burdens;burdened;burdening
bureau,bureaux;bureaus
bureaucracy,bureaucracies
bureaucrat,bureaucrats
bureaucratic,bureaucratics
bureaucratize,bureaucratized;bureaucratizing
burg,burgs
burgeon,burgeoned;burgeons;burgeoning
burger,burgers
burgess,burgesses
burgh,burghs
burgher,burghers
burglar,burglars
burglarize,burglarizes;burglarizing;burglarized
burglary,burglaries
burgle,burgled;burgling;burgles
burgundy,burgundies
burial,burials
burin,burins
burke,burkes;burking;burked
burlap,burlaps
burlesque,burlesques;burlesquing;burlesqued
burly,burlier;burlies;burliest
burn,burned;burning;burnt;burns
burn-out,burnout;burnouts;burn out;burn outs
burn-the-midnight-oil,burnthemidnightoil;burnthemidnightoils;burn the midnight oil;burn the midnight oils
burner,burners
burning,burnings
burnish,burnished;burnishing;burnisher;burnishes
burp,burped;burping;burps
burqa,burqas
burr,burrs;burred;burring
burrito,burritos
burro,burroes
burrow,burrows;burrowing;burrowed
bursa,bursas
bursar,bursars
bursary,bursaries
burst,bursting;bursts
burst-into-flames,burstintoflames;burstintoflamess;burst into flames;burst into flamess
burst-into-tears,burstintotears;burstintotearss;burst into tears;burst into tearss
burst-out,burstout;burstouts;burst out;burst outs
burthen,burthens;burthening;burthened
bury,buried;burying;buries
bus,buses;busses;bussing;bussed;bused;busing;busings
bus-station,busstation;busstations;bus station;bus stations
bus-stop,bus-stops;busstop;busstops;bus stop;bus stops
busboy,busboys
bush,bushes;bushed
bushel,bushels
bushman,bushmen
bushy,bushier;bushies;bushiest
business,businesses
businessman,businessmen
businesspeople,businesspeoples
businessperson,businesspersons;businesspeople
businesswoman,businesswomen
busk,busking;busked;busks
busker,buskers
busload,busloads
buss,bussed;bussing;busses;buss
bust,busts;busting;busted;buster
bustard,bustards
buster,busters
bustle,bustled;bustling;bustles
busy,busiest;busied;busier;busying;busies
busybody,busybodies
busyness,busynesses
but,buts
butadiene,butadienes
butane,butanes
butanol,butanols
butch,butches;butching
butcher,butchered;butchering;butchers
butchery,butcheries
butler,butlers
butt,butts;butting;butted
butt-in,buttin;buttins;butt in;butt ins
butte,buttes
butter,buttered;buttering;butters
buttercup,buttercups
butterfat,butterfats
butterfly,butterflies;butterflied;butterflying;butterflys
buttermilk,buttermilks
butternut,butternuts
butterscotch,butterscotches
buttery,butteries
buttock,buttocks;buttocked
button,buttons;buttoned;buttoning
buttonhole,buttonholes;buttonholed;buttonholing
buttress,buttresses;buttressed;buttressing
butty,butties
buy,bought;buying;buys;buyed
buyback,buybacks
buyer,buyers
buyout,buyouts
buzz,buzzes;buzzing;buzzed
buzzard,buzzards
buzzer,buzzers
buzzword,buzzwords
by-accident,byaccident;byaccidents;by accident;by accidents
by-all-accounts,byallaccounts;byallaccountss;by all accounts;by all accountss
by-all-means,byallmeans;byallmeanss;by all means;by all meanss
by-and-large,byandlarge;byandlarges;by and large;by and larges
by-any-chance,byanychance;byanychances;by any chance;by any chances
by-far,byfar;byfars;by far;by fars
by-hand,byhand;byhands;by hand;by hands
by-heart,byheart;byhearts;by heart;by hearts
by-law,by-laws;bylaw;by law;bylaws;by laws;bylaw;bylaws;by law;by lawsbylaw;bylaws;by law;by laws
by-means-of,bymeansof;bymeansofs;by means of;by means ofs
by-mistake,bymistake;bymistakes;by mistake;by mistakes
by-the-same-token,bythesametoken;bythesametokens;by the same token;by the same tokens
by-the-way,bytheway;bytheways;by the way;by the ways
by-word-of-mouth,bywordofmouth;bywordofmouths;by word of mouth;by word of mouths
bye,byes
byelaw,byelaws
bygone,bygones
bylaw,bylaws
bypass,bypassed;bypassing;bypasses
byproduct,byproducts
byre,byres
bystander,bystanders
byte,bytes
byway,byways
byword,bywords
byzantine,byzantines
c-section,c-sections;csection;csections;c section;c sections
cab,cabs
cabal,cabals;caballing
cabana,cabanas
cabaret,cabarets
cabbage,cabbages
cabby,cabbies
cabin,cabins
cabinet,cabinets
cabinetmaker,cabinetmakers
cable,cables;cabled;cabling
cabochon,cabochons
caboose,cabooses
cabotage,cabotages
cacao,cacaos
cache,cacheing;caches
cachet,cachets
cacique,caciques
cackle,cackled;cackling;cackles
cacophony,cacophonies
cactus,cacti;cactuses
cad,cads
cadaver,cadavers
caddie,caddies;caddying;caddied
cadence,cadences
cadenza,cadenzas
cadet,cadets
cadge,cadging;cadged;cadges
cadmium,cadmiums
cadre,cadres
caecilian,caecilians
caesar,caesars
caesarean-section,caesareansection;caesareansections;caesarean section;caesarean sections
cafe,cafes
cafeteria,cafeterias
caff,caffs
caffeine,caffeines
caftan,caftans
café,cafés;cafe;cafes
cage,cages;caged
cagoule,cagoules
cahoot,cahoots
cairn,cairns
cairngorm,cairngorms
caisson,caissons
cajole,cajoled;cajoling;cajoles
cajun,cajuns
cake,cakes;caked;caking;cakings
cakewalk,cakewalks;cakewalked
cal,cals
calamity,calamities
calcify,calcified;calcifying;calcifies
calcite,calcites
calcium,calciums
calculate,calculated;calculating;calculates
calculation,calculations
calculator,calculators
calculus,calculuss
caldera,calderas
calendar,calendars
calender,calendering;calenders;calendered
calf,calves
caliber,calibers
calibrate,calibrated;calibrating;calibrates
calibration,calibrations
calico,calicos
caliper,calipers
caliph,caliphs
caliphate,caliphates
call,called;calls;calling;callings
call-a-meeting,callameeting;callameetings;call a meeting;call a meetings
call-in-sick,callinsick;callinsicks;call in sick;call in sicks
call-it-a-day,callitaday;callitadays;call it a day;call it a days
callback,callbacks
caller,callers
calligraphy,calligraphies
calliper,callipers
callous,callouses;callousing;calloused
callousness,callousnesses
callus,calluses
calm,calmed;calming;calmer;calms;calmest
calmness,calmnesses
calorie,calories
calorimeter,calorimeters
calorimetry,calorimetries
calumet,calumets
calumny,calumnies
calve,calving;calved;calves
calypso,calypsos
calyx,calyxes
cam,cams;cammed
camaraderie,camaraderies
camber,cambered;cambers
cambium,cambiums
cambric,cambrics
camcorder,camcorders
camel,camels
camellia,camellias
cameo,cameos
camera,cameras
cameraman,cameramen;cameramans
camisole,camisoles
camouflage,camouflaged;camouflaging;camouflages
camp,camps;camped;camping;camper
campaign,campaigns;campaigning;campaigned
campaigner,campaigners
campanile,campaniles
camper,campers
campesino,campesinos
campfire,campfires
campground,campgrounds
camphor,camphors
camping,campings
campion,campions
campsite,campsites
campus,campuses
can,ca;cans;can;could;canned;canning;cannot
can-afford,canafford;canaffords;can afford;can affords
can-tell,cantell;cantells;can tell;can tells
canadian,canadians
canal,canals
canalize,canalized;canalizing;canalizes
canape,canapes
canard,canards
canary,canaries
cancel,cancelled;cancelling;cancels
cancellation,cancellations
cancer,cancers
candelabra,candelabras;candelabrum
candelabrum,candelabra
candid,candids
candidacy,candidacies
candidate,candidates
candidature,candidatures
candidiasis,candidiases
candle,candles
candlelight,candlelights
candlestick,candlesticks
candlewick,candlewicks
candor,candors
candy,candied;candies
cane,canes;caned;caning
canine,canines
canister,canisters
canker,cankers;cankered
canna,cannas
cannabis,cannabis
cannery,canneries
cannibal,cannibals
cannibalism,cannibalisms
cannibalize,cannibalized;cannibalizing;cannibalizes
cannon,cannons;cannoned;cannoning
cannonade,cannonades;cannonading
cannonball,cannonballs
cannot-afford,cannotafford;cannotaffords;cannot afford;cannot affords
cannula,cannulae;cannulas
cannulation,cannulations
canny,cannier;canniest
canoe,canoes;canoeing;canoed
canoeist,canoeists
canon,canons
canon-law,canonlaw;canonlaws;canon law;canon laws
canonization,canonizations
canonize,canonized;canonizing;canonizes
canopy,canopies;canopied
cant,canter;canted;canting;cants
cantaloupe,cantaloupes
cantata,cantatas
canteen,canteens
canter,cantered;cantering;canters
cantilever,cantilevered;cantilevers
canto,cantos
canton,cantons
cantonment,cantonments
cantor,cantors
canvas,canvases;canvassed;canvassing
canvass,canvasses;canvassing;canvassed
canvasser,canvassers
canyon,canyons
cap,caps;capped;capping
capability,capabilities
capable,capability;;capably;incapability;incapable
capacitance,capacitances
capacitate,capacitates;capacitating;capacitated
capacitor,capacitors
capacity,capacities
caparison,caparisoned;caparisons;caparisoning
cape,capes;caping
caper,capers;capering;capered
capillary,capillaries
capital,capitals
