Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun,word_level,camb_level,category
conglomeration,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
congratulate,C1,5000.0,0.0,NN,N,N,Y,N,B1,B1,1.0,True,False,3.0,B2,
congratulation,NN,0.0,0.0,NN,N,N,Y,N,B1,B1,2.0,True,False,3.0,,
congratulations,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,1.0,True,False,4.0,A2,
congratulatory,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,False,False,6.0,,
congregate,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1.0,True,False,4.0,,
congregation,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1.0,True,False,3.0,,
congregational,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
congress,B2,3000.0,0.0,NN,Y,Y,N,N,B1,A4,2.0,True,False,2.0,,
congressional,C1,5000.0,0.0,NN,N,Y,N,Y,B1,A4,1.0,True,False,3.0,,
congressman,NN,0.0,0.0,NN,N,N,N,Y,B2,A4,1.0,True,False,3.0,,
congruence,NN,0.0,6.0,math,N,N,N,N,C1,C3,0.0,True,False,5.0,,
congruent,NN,0.0,5.0,math,N,N,N,N,A4,A4,0.0,False,False,3.0,,
conic,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
conical,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,False,False,5.0,,
conifer,NN,0.0,3.0,science,N,Y,N,N,C1,C2,0.0,True,False,4.0,,
coniferous,NN,0.0,3.0,science,N,Y,N,N,C3,C3,0.0,False,False,4.0,,
conjectural,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,False,False,6.0,,
conjecture,NN,0.0,6.0,general,N,N,N,N,B3,C1,1.0,True,False,4.0,,
conjoin,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,True,False,6.0,,
conjugal,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,True,False,6.0,,
conjugate,NN,0.0,9.0,math,N,N,N,N,C1,C2,0.0,True,False,5.0,,
conjugation,NN,0.0,6.0,science,N,N,N,N,C3,NN,1.0,True,False,4.0,,
conjunct,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conjunction,NN,0.0,5.0,general,N,Y,N,Y,B1,B2,1.0,True,False,3.0,B2,
conjunctive,NN,0.0,0.0,NN,N,N,N,N,C4,NN,1.0,True,False,4.0,,
conjuncture,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conjure,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1.0,True,False,3.0,,
conjurer,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conk,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,True,False,6.0,,
conker,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,True,False,6.0,,
conman,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0.0,True,False,6.0,,
connect,A2,3000.0,2.0,general,Y,N,N,N,A2,A2,2.0,True,False,1.0,C2,
connected,A2,3000.0,0.0,NN,N,N,N,N,NN,NN,0.0,False,False,1.0,,
connectedness,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
connection,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2.0,True,False,2.0,B2,
connectionism,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
connectionist,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,False,False,6.0,,
connective,NN,0.0,6.0,science,N,Y,N,N,C1,C1,0.0,True,False,4.0,,
connectivity,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0.0,True,False,4.0,,
connector,NN,0.0,0.0,NN,N,N,N,N,A4,A4,0.0,True,False,3.0,,
connivance,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
connive,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
connoisseur,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,True,False,5.0,,
connotation,NN,0.0,6.0,social_studies,N,N,N,N,A4,A4,0.0,True,False,3.0,,
connotative,NN,0.0,9.0,general,N,N,N,N,NN,NN,0.0,False,False,4.0,,
connote,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
connubial,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
conodont,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conquer,C1,5000.0,4.0,social_studies,N,Y,N,N,B1,B2,1.0,True,False,3.0,C1,
conqueror,NN,0.0,5.0,social_studies,N,N,N,N,C1,C1,1.0,True,False,4.0,,
conquest,NN,0.0,5.0,social_studies,N,N,N,N,B2,C1,1.0,True,False,3.0,,
conquistador,NN,0.0,5.0,social_studies,N,N,N,N,C3,C2,0.0,True,False,4.0,,
consanguineous,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
consanguinity,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conscience,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1.0,True,False,3.0,C2,
conscientious,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1.0,False,False,4.0,C1,
conscientiously,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,False,False,6.0,,
conscientiousness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conscious,B2,3000.0,0.0,NN,Y,Y,N,Y,A3,A3,2.0,True,False,2.0,C1,
consciously,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,1.0,False,False,3.0,,
consciousness,C1,5000.0,0.0,NN,N,Y,N,N,A4,A4,1.0,True,False,3.0,C1,
conscript,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,True,False,5.0,,
conscription,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,0.0,True,False,5.0,,
consecrate,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1.0,True,False,4.0,,
consecration,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1.0,True,False,4.0,,
consecutive,C1,5000.0,6.0,math,N,N,Y,Y,B1,B1,1.0,False,False,3.0,C2,
consecutively,NN,0.0,0.0,NN,N,Y,N,N,C2,C2,0.0,False,False,4.0,,
consensual,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,False,False,5.0,,
consensus,C1,5000.0,0.0,NN,N,N,N,Y,A3,A3,1.0,True,False,3.0,C2,
consent,C1,5000.0,3.0,social_studies,N,Y,Y,Y,A3,A4,2.0,True,False,3.0,C2,
consequence,B1,3000.0,6.0,general,Y,N,N,N,A2,A2,2.0,True,False,2.0,B2,
consequent,NN,0.0,0.0,NN,N,N,N,N,B2,C2,1.0,True,False,3.0,,
consequential,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,True,False,5.0,,
consequently,B2,5000.0,9.0,general,N,N,N,N,A3,A3,1.0,False,False,3.0,B2,
conservancy,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0.0,True,False,6.0,,
conservation,B2,5000.0,2.0,science,N,Y,N,Y,A4,A4,1.0,True,False,3.0,C1,
conservationist,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0.0,True,False,4.0,,
conservatism,NN,0.0,9.0,social_studies,N,N,N,N,B2,B2,1.0,True,False,3.0,,
conservative,B2,3000.0,9.0,social_studies,Y,N,N,N,A2,A1,2.0,True,False,2.0,C1,
conservatively,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0.0,False,False,6.0,,
conservator,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
conservatory,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0.0,True,False,4.0,,
conserve,C1,5000.0,3.0,general,Y,Y,N,N,A4,A4,1.0,True,False,3.0,,
consider,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,1.0,C2,
considerable,B2,5000.0,0.0,NN,N,N,N,N,A2,A3,2.0,False,False,2.0,B2,
considerably,B2,5000.0,0.0,NN,N,Y,Y,Y,A4,B1,2.0,False,False,3.0,B2,
considerate,NN,0.0,0.0,NN,N,Y,Y,N,C1,C1,1.0,False,False,4.0,C1,
considerately,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
consideration,B2,3000.0,9.0,general,N,N,N,N,A2,A2,2.0,True,False,2.0,C2,
considering,,,,,,,,,,,,,,,B2,
consign,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1.0,True,False,4.0,,
consignee,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
consignment,NN,0.0,0.0,NN,N,N,Y,N,C1,C1,0.0,True,False,4.0,,
consignor,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0.0,True,False,6.0,,
consist,B1,3000.0,5.0,general,N,N,N,N,A2,A3,2.0,True,False,2.0,,
consistency,C1,5000.0,9.0,general,N,Y,N,Y,B1,B1,1.0,True,False,3.0,,
consistent,B2,3000.0,6.0,general,Y,N,N,N,A2,A3,1.0,True,False,2.0,C2,
consistently,B2,5000.0,9.0,general,N,N,Y,Y,B1,B1,0.0,False,False,3.0,C2,
consolation,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1.0,True,False,3.0,,
console,NN,0.0,0.0,NN,N,N,N,N,B2,B3,0.0,True,False,3.0,,
consolidate,C1,5000.0,9.0,social_studies,N,N,N,Y,B1,B1,1.0,True,False,3.0,,
consolidation,NN,0.0,9.0,social_studies,N,N,N,Y,B1,B2,1.0,True,False,3.0,,
consolidator,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
consonance,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
consonant,NN,0.0,0.0,NN,N,Y,N,N,A4,A4,1.0,True,False,3.0,B1,
consonantal,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,False,False,6.0,,
consort,NN,0.0,9.0,social_studies,N,N,N,N,C1,C2,0.0,True,False,5.0,,
consortium,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,0.0,True,False,3.0,,
conspecific,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
conspicuous,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1.0,False,False,3.0,,
conspicuously,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,False,False,5.0,,
conspiracy,B2,5000.0,9.0,social_studies,N,Y,N,Y,B1,B1,1.0,True,False,3.0,,
conspirator,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1.0,True,False,4.0,,
conspiratorial,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,False,False,6.0,,
conspiratorially,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
conspire,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1.0,True,False,4.0,,
constable,NN,0.0,6.0,social_studies,N,N,N,N,B2,C1,1.0,True,False,3.0,,
constabulary,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0.0,True,False,6.0,,
constancy,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1.0,True,False,4.0,,
constant,B2,3000.0,5.0,general,Y,N,N,N,A2,A3,2.0,True,False,2.0,C2,
constantinople,NN,0.0,6.0,social_studies,N,N,N,N,NN,NN,0.0,True,True,5.0,,
constantly,B2,3000.0,5.0,general,N,N,N,N,A3,A2,2.0,False,False,2.0,B2,
constellation,NN,0.0,2.0,science,N,N,N,N,B2,B3,1.0,True,False,3.0,,
consternation,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1.0,True,False,4.0,,
constipate,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,True,False,6.0,,
constipation,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,True,False,5.0,,
constituency,NN,0.0,9.0,social_studies,N,N,N,Y,B1,B1,1.0,True,False,3.0,,
constituent,NN,0.0,9.0,social_studies,N,Y,N,Y,B1,B1,1.0,True,False,3.0,,
constitute,C1,5000.0,9.0,general,Y,N,N,N,A3,A3,1.0,True,False,3.0,C1,
constitution,C1,5000.0,1.0,social_studies,Y,Y,N,Y,A4,A3,1.0,True,False,2.0,C2,
constitutional,C1,5000.0,3.0,social_studies,N,Y,N,Y,A4,A4,1.0,True,False,3.0,C2,
constitutionalism,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
constitutionality,NN,0.0,9.0,social_studies,N,N,N,N,C2,C1,0.0,False,False,6.0,,
constitutionally,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0.0,False,False,5.0,,
constitutive,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,False,False,6.0,,
constitutively,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
constrain,NN,0.0,0.0,NN,Y,N,N,Y,A4,A4,1.0,True,False,3.0,C2,
constraint,C1,5000.0,9.0,math,N,N,N,N,A3,A3,1.0,True,False,3.0,C2,
constrict,NN,0.0,9.0,science,N,Y,N,N,C1,C1,0.0,True,False,4.0,,
constriction,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,True,False,5.0,,
constrictor,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,True,False,6.0,,
construal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
construct,B2,3000.0,3.0,general,Y,N,N,N,A2,A3,2.0,True,False,2.0,B2,
construction,B2,3000.0,0.0,NN,N,N,N,N,A2,A2,2.0,True,False,2.0,B2,
constructional,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,False,False,6.0,,
constructive,NN,0.0,5.0,science,N,N,N,Y,B1,B1,1.0,False,False,3.0,C1,
constructively,NN,0.0,9.0,science,N,N,N,N,C1,C1,0.0,False,False,5.0,,
constructivism,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
constructivist,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,True,False,6.0,,
constructor,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,True,False,5.0,,
construe,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1.0,True,False,3.0,,
consul,NN,0.0,6.0,social_studies,N,N,N,N,C1,C1,1.0,True,False,4.0,,
consular,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1.0,False,False,4.0,,
consulate,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0.0,True,False,5.0,,
consulship,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
consult,B2,5000.0,6.0,general,N,N,N,N,A3,A3,2.0,True,False,3.0,C1,
consultancy,NN,0.0,0.0,NN,N,N,N,Y,B2,C1,0.0,True,False,3.0,,
consultant,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,1.0,True,False,3.0,B2,
consultation,C1,5000.0,0.0,NN,N,N,Y,Y,A4,A4,1.0,True,False,3.0,C2,
consultative,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,False,False,5.0,,
consumable,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,True,False,6.0,,
consume,B1,3000.0,2.0,social_studies,Y,N,N,N,A3,A3,1.0,True,False,2.0,C1,
consumer,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2.0,True,False,2.0,B2,
consumerism,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0.0,True,False,5.0,,
consumerist,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
consummate,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,True,False,5.0,,
consummation,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,True,False,6.0,,
consumption,B2,5000.0,9.0,general,Y,Y,Y,Y,A3,A4,1.0,True,False,3.0,C1,
consumptive,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
contact,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,2.0,C2,
contactable,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0.0,False,False,6.0,,
contagion,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0.0,True,False,6.0,,
contagious,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1.0,False,False,4.0,,
contain,A2,3000.0,2.0,general,Y,N,N,N,A1,A2,2.0,True,False,1.0,C2,
container,B1,3000.0,0.0,NN,N,Y,Y,Y,A4,A4,2.0,True,False,2.0,B2,
containment,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,0.0,True,False,4.0,,
contaminant,NN,0.0,9.0,science,N,N,N,N,C1,B3,0.0,True,False,5.0,,
contaminate,NN,0.0,6.0,science,N,Y,N,N,B1,B1,1.0,True,False,3.0,,
contamination,NN,0.0,6.0,science,N,N,N,N,B2,B2,0.0,True,False,3.0,,
contemnor,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contemplate,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1.0,True,False,3.0,C2,
contemplation,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,1.0,True,False,4.0,,
contemplative,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
contemplatively,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
contemporaneity,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contemporaneous,NN,0.0,0.0,NN,N,N,N,N,C1,NN,0.0,False,False,5.0,,
contemporaneously,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,False,False,6.0,,
contemporary,B2,3000.0,9.0,general,N,N,N,N,A3,A3,2.0,True,False,2.0,B2,
contempt,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1.0,True,False,3.0,C2,
contemptible,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1.0,False,False,4.0,,
contemptuous,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1.0,False,False,4.0,,
contemptuously,NN,0.0,0.0,NN,N,N,N,N,C2,NN,1.0,False,False,4.0,,
contend,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1.0,True,False,3.0,,
contender,C1,5000.0,0.0,NN,N,N,N,N,B2,B1,0.0,True,False,3.0,,
content,B1,3000.0,3.0,general,Y,N,N,N,A2,A2,0.0,True,False,2.0,C2,
contentedly,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,False,False,6.0,,
contention,C1,5000.0,0.0,NN,N,N,N,N,B2,B2,1.0,True,False,3.0,,
contentious,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0.0,False,False,3.0,,
contentment,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1.0,True,False,4.0,,
contents,,,,,,,,,,,,,,,B2,
contest,B2,3000.0,0.0,NN,N,N,N,N,A3,A3,2.0,True,False,2.0,C2,
contestable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,False,False,6.0,,
contestant,NN,0.0,0.0,NN,N,N,Y,N,B3,B3,0.0,True,False,4.0,C1,
context,A2,3000.0,2.0,general,Y,N,N,N,A2,A2,2.0,True,False,1.0,C1,
contextual,NN,0.0,0.0,NN,N,Y,N,N,B2,C1,0.0,False,False,3.0,,
contextualize,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0.0,True,False,6.0,,
contextually,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,False,False,6.0,,
contig,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contiguity,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
contiguous,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,False,False,5.0,,
continence,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,True,False,6.0,,
continent,A2,3000.0,1.0,social_studies,N,Y,N,Y,A4,A3,2.0,True,False,1.0,B1,
continental,NN,0.0,4.0,science,N,Y,Y,Y,B1,B2,1.0,True,False,3.0,C2,
contingency,NN,0.0,0.0,NN,N,N,N,Y,B1,B1,0.0,True,False,3.0,,
contingent,NN,0.0,0.0,NN,N,N,N,Y,B1,B2,0.0,True,False,3.0,,
contingently,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,False,False,6.0,,
continual,NN,0.0,9.0,general,N,N,N,N,B2,B3,1.0,False,False,3.0,C1,
continually,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1.0,False,False,3.0,C1,
continuance,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1.0,True,False,4.0,,
continuation,NN,0.0,0.0,NN,N,N,N,N,B1,B1,1.0,True,False,3.0,,
continue,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,1.0,B1,
continuity,NN,0.0,9.0,general,N,Y,N,Y,A4,A4,1.0,True,False,3.0,C2,
continuo,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,True,False,6.0,,
continuous,B1,3000.0,6.0,general,N,N,N,N,A3,A3,2.0,False,False,2.0,B2,
continuously,NN,0.0,6.0,general,N,Y,N,Y,B1,B2,1.0,False,False,3.0,B2,
continuum,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0.0,True,False,3.0,,
contort,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,True,False,6.0,,
contortion,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0.0,True,False,6.0,,
contortionist,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contour,NN,0.0,5.0,science,N,Y,N,N,A4,A4,1.0,True,False,3.0,,
contra,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
contraband,NN,0.0,6.0,social_studies,N,N,N,N,C1,C1,0.0,True,False,5.0,,
contraception,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0.0,True,False,4.0,C2,
contraceptive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0.0,True,False,4.0,C2,
contract,B2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,2.0,C2,legal_terms
contract,B2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,2.0,C2,legal_terms
contract,B2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,2.0,C2,legal_terms
contractile,NN,0.0,9.0,science,N,N,N,N,C3,NN,0.0,False,False,6.0,,
contractility,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contraction,NN,0.0,2.0,science,N,Y,Y,N,B2,B3,1.0,True,False,3.0,,
contractor,C1,5000.0,0.0,NN,N,N,Y,Y,B1,A4,1.0,True,False,3.0,,
contractual,NN,0.0,0.0,NN,N,N,N,Y,B2,C1,0.0,True,False,3.0,,
contractually,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,False,False,6.0,,
contradict,NN,0.0,9.0,general,Y,Y,Y,N,A4,A4,1.0,True,False,3.0,C2,
contradiction,C1,5000.0,6.0,general,N,N,Y,N,A4,A4,1.0,True,False,3.0,C2,
contradictory,NN,0.0,9.0,general,N,N,N,N,A4,A4,1.0,True,False,3.0,C2,
contradistinction,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contrail,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contraindicate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contraindication,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,True,False,6.0,,
contralateral,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,False,False,6.0,,
contralto,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,
contrapositive,NN,0.0,9.0,math,N,N,N,N,NN,NN,0.0,True,False,6.0,,
contraption,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0.0,True,False,5.0,,
contrapuntal,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,False,False,6.0,,
contrarian,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0.0,True,False,6.0,,
contrarily,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
contrary,C1,5000.0,0.0,NN,N,Y,Y,Y,A3,A4,1.0,True,False,3.0,C2,
contrast,B1,3000.0,2.0,general,Y,N,N,N,A2,A3,2.0,True,False,2.0,C2,
contrastive,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0.0,False,False,6.0,,
contravene,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,True,False,5.0,,
contravention,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0.0,True,False,6.0,,
contretemps,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0.0,False,False,6.0,,
contribute,B2,3000.0,5.0,general,Y,N,N,N,A2,A2,2.0,True,False,2.0,C1,
contribution,B2,3000.0,5.0,general,N,N,N,N,A2,A2,2.0,True,False,2.0,B2,
contributor,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1.0,True,False,3.0,,
contributory,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0.0,True,False,5.0,,
contrite,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,False,False,6.0,,
contrition,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0.0,True,False,6.0,,
contrivance,NN,0.0,0.0,NN,N,N,N,N,C2,C3,1.0,True,False,4.0,,
contrive,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1.0,True,False,4.0,,
control,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2.0,True,False,1.0,C1,
controllable,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0.0,True,False,5.0,,
controller,NN,0.0,0.0,NN,N,N,N,Y,B1,B1,1.0,True,False,3.0,,
controversial,B2,5000.0,0.0,NN,N,N,N,N,A3,A2,1.0,False,False,3.0,B2,
controversially,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,False,False,6.0,,
controversy,B2,5000.0,6.0,social_studies,Y,Y,N,Y,A3,A3,1.0,True,False,3.0,C1,
contusion,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0.0,True,False,6.0,,medical
conundrum,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0.0,True,False,5.0,,
conurbation,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
convalesce,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0.0,True,False,6.0,,
convalescence,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0.0,True,False,6.0,,
convalescent,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0.0,True,False,6.0,,
convection,NN,0.0,4.0,science,N,Y,N,N,C1,C1,0.0,True,False,4.0,,
convective,NN,0.0,9.0,science,N,N,N,N,C4,NN,0.0,False,False,6.0,,
convector,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0.0,True,False,6.0,,
convene,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0.0,True,False,3.0,,
convener,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0.0,True,False,6.0,,
convenience,B2,5000.0,0.0,NN,N,Y,Y,Y,B1,B1,1.0,True,False,3.0,C1,
convenient,B1,3000.0,6.0,general,N,Y,Y,Y,A4,B1,2.0,True,False,2.0,B1,
conveniently,NN,0.0,0.0,NN,N,Y,Y,N,B2,C1,1.0,False,False,3.0,B2,
convent,NN,0.0,9.0,social_studies,N,N,N,N,B3,C1,1.0,True,False,4.0,,
