Word,Lemmas
yellow,yeller;;yellowing;yellowish;yellowness;yellowy
hunt,hunter;huntress;manhunt
tomorrow,
voice,voiceless
mountain,mountaineer;mountainous;mountainside;mountaintop
radio,
internet,
shake,handshake;shakable;;shaken;shakeout;shaker;shakily;shakiness;shaky;unshakable
honour,honorable;honorably;honorary;honorific;honoring
leg,leggy;legless
song,birdsong;;songwriter;songwriting
yesterday,
horse,horseback;horseman;horsemanship;horsepower;horserace;horsey;unhorsed;warhorse;workhorse
wheel,fourwheel;fourwheeler;pinwheel;waterwheel;;wheeler;wheelie
hate,hateful;hatefully;hatefulness;hater
weather,weatherman
boat,boathouse;boatman;gunboat;lifeboat;motorboat;rowboat;speedboat
shut,shutdown;shutoff
seat,backseat;;seater;unseat
favourite,favoritism
eleven,eleventh
hell,hellish;hellishly;hellishness;hellfire;hellhole
taste,tasteful;tastefully;tastefulness;tasteless;tastelessly;tastelessness;taster;tasty
sick,homesick;seasick;seasickness;;sicken;sickeningly;sickly;sickness
officer,
hall,hallway
grandfather,grandad;grandchild;granddaughter;;grandma;grandmother;grandpa;grandparent;grandpop;grandson
wake,wakeful;wakefulness;waken;wakey
milk,milkshake;milky
excuse,excusable;;inexcusable
mouth,largemouth;;mouthful;mouthpiece;mouthy;smallmouth
sport,motorsport;;sportsman;sportsmanship;sportspeople;sporty
admit,admittance;admittedly;readmit;readmittance
underneath,
sky,skylight;skyline;skywalk;skyward;skyway
afraid,unafraid
fellow,bedfellow;fella;;fellowship
afternoon,
bag,airbag;;bagful;baggage;handbag
hurt,hurter;hurtful;hurtfully;hurtfulness;unhurt
freeze,freezable;;freezer;unfrozen
honest,honestly;honesty
trip,
awful,awfully;awfulness
example,counterexample
equal,equalisation;equalise;equaliser;equality;equally;inequality;unequal;unequally
value,invaluable;invaluably;revaluation;revalue;valuable;valuation;;valueless;valuer
energy,energetic;energetically;energise;energiser
product,counterproductive;;production;productive;productively;productivity;unproductive
minus,
process,preprocessor;;processer;processor;reprocess;unprocessed
develop,developer;development;developmental;developmentally;redevelop;redevelopment;underdevelopment;undeveloped
operate,operation;operational;operationally;operative;operatively;operator
model,modeler
states,interstate;statehood;stateless;statist
create,creation;creative;creatively;creativity;creator;recreate
increase,increasingly
measure,immeasurable;immeasurably;measurable;measurably;;measurement;unmeasured
politics,nonpolitical;politic;political;politically;politician;politicisation;politicise;politicking;;unpolitical
produce,producer
argue,arguable;arguably;;argument;argumentation;argumentative;argumentatively;argumentativeness;unarguable;unarguably
vary,invariable;invariably;invariance;invariant;invariate;unvaried;variability;variable;variably;variance;variant;variate;variation
individual,individualise;individualism;individualist;individualistic;individuality;individually
design,designer
per,
direction,bidirectional;;directional;directionality;indirection;unidirectional
current,currently
economy,economic;economical;economically;economise;economist;;uneconomic;uneconomical;uneconomically
material,materialism;materialist;materialistic;materialistically;materiality;materially
apply,application;;disapplication;reapplication;reapply
environment,environmental;environmentalism;environmentalist;environmentally
result,resultant
effect,effector
percent,percentage
surface,resurface;subsurface
require,requirement
language,
property,
represent,representation;representational;representative;representativeness;underrepresentation;underrepresented;undersecretaries;unrepresentative;unrepresented
condition,conditional;conditionally;conditioner;preconditioner;unconditional;unconditionally;unconditioned
industry,industrial;industrialisation;industrialise;industrialism;industrialist;industrially
social,antisocial;socially;unsocial
period,periodic;periodical;periodically;periodicity
unit,subunit
exist,existence;existent;nonexistence;nonexistent;preexist
constant,constantly;inconstantly
common,commoners;commonly;commonness;commonsense;uncommon;uncommonly
discuss,discussion;undiscussed
century,
refer,reference;referent;referential;referral
project,projection;projectionist;projective
pressure,pressurisation;pressurise
culture,culturable;cultural;culturally;;intercultural;subcultural;subculture;uncultured
unite,reunite
society,societal
react,overreact;overreaction;;reactance;reactant;reaction;reactionary;reactive;reactivity;reactor;unreactive
lower,
divide,divider;undivided
specific,interspecific;nonspecific;;specifically;specification;specificity;unspecific
object,
compare,comparability;comparable;comparably;;comparison;incomparable;incomparably
mass,
positive,positively;positivism;positivist;positivistic;positivity
similar,dissimilar;dissimilarity;;similarity;similarly
connect,connectedness;connection;connective;connectivity;connector;connexion;interconnect;interconnection;reconnect;reconnection;unconnected
organize,organisation;organisational;organisationally;organise;organiser;organizational;organizationally;;reorganisation;reorganise;unorganised
research,researcher
active,actively;activism;activist;activity;inactive;inactivity
calculate,calculation;calculator;miscalculate;miscalculation;recalculate;recalculation
flow,airflow;dataflow;;inflow;outflow;overflow;workflow
standard,standardisation;standardise;substandard;unstandardised;unstandardized
therefore,
occur,occurrence;reoccur
provide,provider
identify,identifiable;identification;identifier;;identity;unidentifiable;unidentified
include,
assume,unassuming;unassumingly
limit,limitation;limitless;limitlessly;unlimited
combine,combinability;combination;;recombinant;recombination;recombine
image,afterimage;;imager;imagery
decision,codecision
likely,likelihood;;unlikeliest;unlikely
describe,describer;indescribable;indescribably
technology,technological;technologically;technologist
distance,
scale,scalability;scalable;;scaler;timescale;upscale
correct,correction;correctional;corrective;correctly;correctness;incorrect;incorrectly;uncorrected
detail,
length,lengthen;lengthily;lengthiness;lengthways;lengthwise;lengthy;wavelength
capital,
affect,unaffected
risk,riskiness;riskless;risky
electric,electrical;electrically;electrician;electricity
pattern,
community,
direct,
section,sectional;subsection
associate,associateship;association;associative;associatively
introduce,introduction;introductory;reintroduce;reintroduction
engineer,
reduce,reducible;reduction;reductionism;reductionist
determine,determinable;determinant;determination;determinative;;determinedly;determinism;determinist;deterministic;deterministically;indeterminacy;undetermined
resist,nonresistant;;resistance;resistant;resister;resistible;resistive;resistivity;resistless;resistor;unresistant;unresisting;unresistingly
labour,laborer;;labourism
observe,nonobservant;observable;observant;observantly;observation;observational;observatory;;observer;unobservable;unobservant;unobserved
region,regional;regionalism;regionalist;regionally
average,averagely
memory,memorial;memorisation;memorise
entire,entirely;entirity
separate,separately;separateness;separation;separatism;separatist;separator
slide,backslide;landslide;;slider;slideshow
typical,typically;untypical;untypically
perform,performance;performer;underperformance;underperforming
approach,approachable;unapproachable
physical,physicality;physically;nonphysical;physicalist
signal,signally
feature,featureless
complicate,complication;uncomplicated
map,mappable;mapper;unmapped
modern,moderner;modernisation;modernise;modernism;modernist;modernity;modernizer;postmodern;postmodernism;postmodernist;premodern
role,
select,reselection;;selectable;selection;selective;selectively;selectivity;selector;unselected
various,variously
stable,instability;stabilisation;stabilise;stabiliser;stability;;unstable
locate,locater;location;locational;locator;relocate;relocation
policy,policyholder;policymaker
future,futurism;futurist;futuristic;futuristically
path,pathway
character,characterful;characterisation;characterise;characterless
bind,binder;bindery;inbound;northbound;unbind
supply,resupply;supplier
mathematics,mathematical;mathematically;mathematician
success,successful;successfully;unsuccessful;unsuccessfully
claim,claimant;unclaimed
practise,
original,originality;originally;unoriginal
copy,copier;;copyist;hardcopy
extreme,extremely;extremism;extremist;extremity
event,eventful;uneventful;uneventfully
brain,brainchild;braininess;brainless;brainy
female,femaleness
access,accessibility;accessible;accessing;inaccessibility;inaccessible
concentrate,concentration
range,midrange;;rangeland
speed,airspeed;;speedily;speedy
opposite,oppositely
maximum,
bunch,
block,blockage;blocker;blockhead;blocky;unblock
respect,respectable;respectably;respecter;respectful;respectfully
university,preuniversity
search,searcher;searchingly;searchlight
recognize,recognisable;recognisably;recognizable;recognizably;;unrecognisable;unrecognised
dollar,
benefit,
purpose,purposeful;purposefully;purposefulness;purposeless;purposelessness;purposely;purposive
basis,
demand,undemanding
root,grassroots;;rootedness;rootless;rootlessness;rootlet
survive,survivability;survival;survivalist;;survivor;survivorship
quality,
female,femaleness
goal,goalless
prime,subprime
available,availability;unavailability;unavailable
tradition,traditional;traditionalism;traditionalist;traditionally
account,unaccounted
remove,removable;removal;;remover
famous,famously
vote,voter
metre,metric;metrical;metrically;metricize
balance,imbalance;rebalance;unbalance
eventually,eventual;eventuality
circle,circular;circularity;circularly;encircle;encirclement;semicircle;semicircular
laboratory,
quote,misquote;quotation;;unquote
remain,
evidence,evidential
previous,previously
version,
due,duly;undue;unduly
prove,unproved
topic,topical;topicality;topically
advantage,advantageous;advantageously
opportunity,
improve,improvement;improver;unimproved
president,presidential;presidentially
classic,classical;classically;classicism;classicist;classico;neoclassical;neoclassically;neoclassicism;neoclassicist
challenge,challenger;challengingly;unchallengeable;unchallenged
knowledge,knowledgable;;knowledgeable
stress,stressful;unstressed
switch,switchable;switchboard;switchover
justice,injustice;;justiciable
indicate,indication;indicative;indicator
contain,container;containment
series,
fail,unfailing;unfailingly
match,matchless;matchmaker;matchmaking;matchup;mismatch;rematch;unmatched
contract,contractor
option,optional;optionally
maintain,maintainability;maintainable;maintenance;unmaintained
establish,establishment;reestablish;reestablishment
replace,irreplaceable;;replaceable;replacement;replacer
commit,commitment;committal;uncommitted
whereas,
attention,attentional;inattention
private,privately
cousin,
comment,commentary
generation,generational;intergenerational
competition,
influence,influential;uninfluenced
wire,newswire;underwire
shift,
exam,
release,releasable;;releaser;unreleased
forth,
expose,exposure;unexposed
immediate,immediacy;immediately;immediateness
regard,disregard;;regardless
print,fingerprint;handprint;misprint;;printable;printer;printout;reprint
gain,gainer;gainful;gainfully
rely,reliability;reliable;reliably;reliance;reliant;;unreliability;unreliable
attract,attraction;attractive;attractively;attractiveness;attractor;unattractive;unattractively
repeat,repeatability;repeatable;repeatedly;repeater;repetition;repetitious;unrepeatable
profession,professional;professionalism;professionality;professionalization;professionally;semipro;unprofessional
attack,attacker
mix,mixer;unmixed
oppose,opposition;oppositional;unopposed
style,freestyle;lifestyle;restyle;;stylisation;stylise;stylish;stylishly;stylist;stylistic;stylistically
effort,effortless;effortlessly
spread,spreadable;spreader;widespread;wingspread
department,departmental;departmentally;interdepartmental
loss,
according,accordingly
desire,desirability;desirable;;desirous;undesirability;undesirable;undesired
file,filename;unfiled
remind,reminder
damage,damager;undamaged
military,militarily;militarism;militarist;militaristic
medical,medicalization;medically
prefer,preferable;preferably;preference;preferential;preferentially;preferment;unpreferred
exchange,exchangeable;exchanger
article,
otherwise,
citizen,citizenry;citizenship
customer,
fund,funder;fundraise;fundraiser;unfunded
chapter,
progress,progression;progressive;progressively
instance,
pure,impure;impurity;;purely;pureness;purism;purist;purity
grade,downgrade;gradable;;grader;regrade;ungraded
split,splitter
background,
regular,irregular;irregularity;irregularly;;regularisation;regularise;regularity;regularly
income,
familiar,familiarisation;familiarise;familiarity;familiarly;unfamiliar;unfamiliarity
contribute,contribution;contributor;contributory;noncontributory
row,rower;rowhouse
detect,detectability;detectable;detection;detective;detector;undetectable;undetected
elect,election;electioneering;elector;electoral;electorally;reelect;reelection;unelected
confuse,confusedly;confusingly;confusion
seconds,
opposite,oppositely
intense,intensely;intenseness;intensification;intensify;intensity;intensive;intensively
prevent,preventable;preventative;preventer;prevention;preventive;preventively;unpreventable
contact,contactable;uncontactable
screen,onscreen;;screenshot;screenwriter;screenwriting;touchscreen;windscreen
message,
broad,broaden;broadly
exercise,exercisable
transfer,transferability;transferable;transferee;transference;transferer;transferor;transferral
popular,popularisation;popularise;populariser;popularity;popularization;popularly;unpopular;unpopularity
brief,briefly
chain,chainsaw;unchained
harm,harmful;harmfully;harmfulness;harmless;harmlessly;unharmed
upper,upperclassman
ray,
incredible,incredibly
instruct,instruction;instructional;instructionally;instructive;instructively;instructor
stream,airstream;bloodstream;downstream;mainstream
skill,skilful;skilfully;;unskilfully;unskilled
sheet,bedsheet;;timesheet;worksheet
weak,weaken;weakling;weakly;weakness
trick,tricker;trickery;trickily;trickiness;tricky
plate,nameplate;;plateful
attempt,unattempted
channel,unchannelled
engage,engagement;engagingly
attach,attachment;unattached
cent,
directed,directive;directly;director;directorial;directorship;directory;misdirect;misdirection;redirect;undirected
drama,dramatic;dramatically;dramatisation;dramatise;dramatist;undramatic
interview,interviewee;interviewer
satisfy,satisfyingly;unsatisfied;unsatisfying
rapid,rapidity;rapidly
capable,capability;;capably;incapability;incapable
threat,threaten;threateningly;unthreatening
avoid,avoidable;avoidance;unavoidable;unavoidably
receive,receivable
edit,editable;editor;editorial;editorialise;editorialist;editorship;editress;unedited
propose,proposal;;proposer
item,itemisation;itemise
recommend,recommendation
height,
destroy,destroyer
solid,solidification;solidify;solidity;solidly
scene,scenery;scenic;scenically
conscious,consciously;consciousness;unconscious;unconsciously;unconsciousness;selfconscious;selfconsciously;unselfconscious;unselfconsciously
advance,advancement
practical,impractical;impracticality;;practicality;practically
title,untitled
commerce,commercial;commercialisation;commercialise;commercialism;commercially;uncommercial
score,scoreboard;scorer
speech,speechless
remark,remarkable;remarkably;unremarkable;unremarkably;unremarked
folk,folkway;townsfolk
adult,adulthood
illustrate,illustration;illustrative;illustrator;unillustrated
email,
opinion,opinionated
library,librarian;librarianship
mental,mentalist;mentality;mentally
foreign,foreigner;foreignness
defence,defenceless;defencelessly;defense;defensible;defensibly;defensive;defensively;defensiveness;indefensible;indefensibly
shock,aftershock;;shocker;shockingly;shockwave;unshockable
agent,
extend,extendable;extender;unextended
mill,millage;miller;watermill;windmill
branch,
enormous,enormously
battle,battlefield;battleground;battler;battleship
deliver,delivery;undelivered
western,midwestern;;westerner;westernisation;westernise
recall,
band,armband;;bandwidth;headband;neckband
circumstance,circumstantial;circumstantially
mate,classmate;flatmate;housemate;;mateship;matey;officemate;racemate;roommate;teammate
gate,gatekeeper;gateless;gateway
suffer,sufferer
tiny,tininess
appeal,appealingly;unappealing
attitude,attitudinal
weird,weirdly;weirdness;weirdo
guide,guidance;;guidebook;guider;unguided;waveguide
massive,massively
somewhat,
thin,thinly;thinness
coast,coastal;coastline
grant,grantor
seek,seeker;unsought
register,preregistration;;registrable;registration;unregistered
adapt,adaptability;adaptable;adaptation;adapter;adaption;adaptive;adaptor;maladaptive;unadapted
encourage,encouragement;encouragingly
emotion,emotional;emotionally;emotionless;emotionlessly;unemotional;unemotionally
surround,
guarantee,
strength,strengthen
rare,rarely;rareness;rarify;rarity
command,commander;commandment
trial,retrial
bay,
official,officialdom;officially;unofficial;unofficially
presume,presumably;;presumption
smart,smarten;smartly;smartness;smarty
equipment,equip;;unequipped
ignore,
fashion,fashionable;fashionably;unfashionable;unfashionably
lack,
favour,favorable;favorably;;unfavorable;unfavored;unfavourably
minor,minority
bomb,bomber
peace,peaceable;peaceably;peaceful;peacefully;peacefulness;peacekeeper;peacekeeping;peacemaker;peacemaking;peacetime
super,supermarket
sugar,sugary
pause,pausal
accident,accidental;accidentally;accidently
ill,illness
convince,convincingly;unconvinced
automatic,automatically
instrument,instrumental;instrumentalist;instrumentally;instrumentation
wing,
recover,irrecoverable;;recoverable;recovery
credit,creditable;creditably;creditor;creditworthiness;creditworthy
intent,intention;intentional;intentionality;intentionally;intently;intentness;unintentional;unintentionally
committee,subcommittee
reserve,reservation;;reservist;unreserved;unreservedly
depress,antidepressant;;depressant;depressingly;depression;depressive
career,careerist
ordinary,ordinarily;ordinariness
injure,injurious;injury;uninjured
sale,resale;;saleable;salesman;salesmanship;salespeople;saleswoman;unsaleable
smooth,smoothly;smoothness
alive,
float,floatation;floater;floaty
wrap,unwrap;;wrapper
discipline,disciplinarian;;indiscipline;interdisciplinary;undisciplined
plastic,plasticity
schedule,nonscheduled;reschedule;;scheduler;unscheduled
occasion,occasional;occasionally
intend,unintended
examine,examination;;examinee;examiner;unexamined
port,airport;;seaport;spaceport
excellent,excellence;excellently
announce,announcement;announcer;unannounced
pump,pumper
salt,saltwater;salty;unsalted
bridge,drawbridge;footbridge;unbridgeable
escape,escapee;escaper;escapism;escapist
struggle,struggler
bend,bendable;bendy;unbend
flip,backflip
camera,cameraman;webcam
disappear,disappearance
stretch,stretchable;stretchiness;stretchy;unstretched
plug,unplug
clever,cleverly;cleverness
investigate,investigation;investigative;investigator;investigatory
welcome,unwelcome
steady,steadily;steadiness;;unsteadily;unsteadiness;unsteady
medicine,medicinal;medicinally
aid,aider;unaided
tense,tensely;tension
lesson,
trace,traceable;untraceable
tough,toughen;toughener;toughness;toughy
purchase,purchasable;;purchaser;repurchase;repurchaser
disturb,disturbance;disturbingly;undisturbed
belong,
attend,attendance;attendant;attendee;attender;unattended
newspaper,nor
apple,
wise,unwise;unwisely;wisdom;;wisely;wiseness
aside,
secret,secretive;secretively;secretiveness;secretly
counter,countertop
native,nativelike;unnativelike
pool,carpool;carpooler;;poolside
pleasure,displeasure;pleasurable;pleasurably
instant,instantaneous;instantaneously;instantly
mail,airmail;;mailbox;mailman;voicemail
alcohol,alcoholic;alcoholism
tour,tourer;tourism;tourist;touristic
pole,
lawyer,
relax,relaxation;relaxer
narrow,narrowly;narrowness
curious,curiosity;;curiously
truck,trucker
staff,staffer;staffroom;understaffed
warn,warningly
hire,hirer
nor,
spirit,spiritedly;spiritedness;spiritual;spiritualised;spiritualism;spiritualist;spirituality;spiritually
deny,deniable;denial;;undeniable;undeniably
screw,screwdriver;unscrew
possess,possession;possessive;possessively;possessiveness;possessor;possessory;repossess;repossession
council,councillor;councilman
manner,
function,functional;functionalism;functionalist;functionality;functionally
structure,poststructuralism;poststructuralist;restructure;structural;structuralism;structuralist;structurally;;substructure;unstructured
define,definable;;definition;definitional;indefinable;indefinably;predefined;redefine;redefinition;undefinable;undefined
data,databank;dataset
lecture,lecturer;lectureship
equation,
theory,theorist
method,methodical;methodically;methodological;methodologically;methodology
element,
factor,
analyse,analyser;analysis
relative,relatively;relativise;relativism;relativist;relativistic
negative,negatively;negativism;negativity;nonnegative
solve,unsolvable;unsolved
potential,potentiality;potentially
solution,
source,unsourced
essential,essentialist;essentiality;essentialized;essentially
response,responsive;responsively;responsiveness;unresponsive
temperature,
experiment,experimental;experimentalism;experimentalist;experimentally;experimentation;experimenter
distribute,distributable;;distribution;distributional;distributive;distributor;redistribute;redistribution;redistributive
regulate,regulation;regulator;regulatory;unregulated
dense,densely;denseness;density
concept,conception;conceptual;conceptualisation;conceptualise;conceptualization;conceptually
complex,complexity
curve,curvaceous;curvature;;curvy
behaviour,behavioral;behaviorally;behaviorism;behaviorist;;behaviourism;misbehavior
focus,refocus;unfocused
construct,construction;constructional;constructive;constructively;constructivist;constructor;reconstruct;reconstruction;unreconstructed
interact,interaction;interactional;interactionally;interactionism;interactionist;interactive;interactively;interactivity
dimension,dimensional;dimensionally;dimensionless
strategy,strategic;strategically;strategist
angle,
frequency,infrequency
derive,derivation;derivative
principle,unprincipled
link,interlink;;linkage;linker;unlinked;uplink
resource,resourceful;resourcefulness;underresourced;unresourceful
sequence,sequential;sequentially;unsequenced
context,contextual;contextualise;contextually;uncontextualised
constrain,constraint;unconstrained
generate,generative;generatively
effective,effectively;effectiveness;ineffective;ineffectively;ineffectiveness
impact,
initial,initialisation;initialise;initially
communicate,communication;communicative;communicatively;communicator;uncommunicative
estimate,estimation;estimator
phase,inphase
invest,investment;investor;reinvest;reinvestment
assign,assignee;assignment;reassign;reassignment;unassigned
predict,predictability;predictable;predictably;prediction;predictive;predictor;unpredictability;unpredictable;unpredictably
text,subtext;;textbook;textual;textualism;textuality;textualized
global,globalisation;globalise;globalism;globalist;globally
component,componentry
reflect,reflectance;reflection;reflective;reflectively;reflectiveness;unreflecting
random,randomisation;randomise;randomly;randomness
cycle,cyclic;cyclical;cyclist;lifecycle;motorcycle;motorcyclist
versus,
sum,
consume,consumable;;consumer;consumerism;consumerist
formula,formulaic;formulas;formulate;formulation;reformulate;reformulation
transform,transformation;transformational;transformative;transformer
primary,primarily
evolution,evolutionarily;evolutionary;evolutionism;evolutionist
efficient,efficiency;;efficiently;inefficiency;inefficient;inefficiently
volume,
significant,insignificant;insignificantly;;significantly
chemical,chemically
philosophy,philosopher;philosophic;philosophical;philosophically;philosophise
precise,imprecise;imprecision;precisely;preciseness;precision
compete,anticompetitive;;competitive;competitively;competitiveness;competitor;uncompetitive;uncompetitiveness
assumption,
error,
independent,independently
mechanic,mechanical;mechanically
civil,civility
critic,critical;critically;uncritical;uncritically
quantity,quantitative;quantitatively
international,internationalisation;internationalise;internationalism;internationalist;internationally
plot,plotter
review,reviewable;reviewer
genetic,genetically;geneticist
fundamental,fundamentalism;fundamentalist;fundamentally
coordinate,coordination;coordinator;ordinate;ordinator;uncoordinated
motion,motionless
evaluate,evaluation;evaluative;evaluator
ratio,
interpret,interpretable;interpretation;interpretative;interpreter;interpretive;misinterpret;misinterpretation;reinterpret;reinterpretation
authority,
etc,
distinct,distinction;distinctive;distinctively;distinctiveness;distinctly;distinctness;indistinct;indistinctly
integrate,integrable;;integration;integrative;integrator;reintegrate;reintegration
rational,irrational;irrationality;irrationally;;rationalisation;rationalise;rationalism;rationalist;rationalistic;rationality;rationalization;rationally
notion,
radiate,radiation;radiative
extent,
conduct,conductance;conduction;conductive;conductivity;conductor;semiconductor
implement,implementation
target,
professor,professorial;professorship
category,categorisation;categorise;;uncategorised
achieve,achievable;;achievement;achiever;unachievable
congress,congressional;congressman;congressperson;congresswoman
mechanism,
multiple,
label,labeller;mislabel;unlabeled
expand,expandability;expandable
statistic,statistical;statistically;statistician
aspect,
respond,respondent;responder
task,
emit,emission;;emitter
accurate,accuracy;;accurately;inaccuracy;inaccurate;inaccurately
nuclear,
characteristic,characteristically;uncharacteristic;uncharacteristically
device,
assess,assessable;assessment;assessor;reassess;reassessment;unassessed
institution,institutional;institutionalisation;institutionalise;institutionally
proportion,proportional;proportionality;proportionally;proportionate;proportionately
failure,
description,descriptive
symbol,symbolic;symbolical;symbolically;symbolise;symbolism
capacity,incapacity
decrease,
correspond,correspondence;correspondingly
colony,colonial;colonialism;colonialist;colonially;colonisation;colonise;colonist;;neocolonialism
ultimate,ultimately
technical,technically;subtechnical
invent,invention;inventor;reinvent;reinvention
publish,publishable;publisher;republish;unpublished
logic,illogical;illogicality;illogically;logical;logically;logician
scheme,schematic;schematically
majority,
approximate,approximately;approximation
sample,
graduate,graduation;undergrad
internal,internalisation;internalise;internally
consequence,
net,netball;netter
minimum,
demonstrate,demonstration;demonstrative;demonstratively;demonstrator;undemonstrative
conflict,conflictual
technique,
debate,debatable
oriented,orientate;orientation;;orienteering;reorient;reorientation
perspective,perspectival
document,documentation;undocumented
corporate,corporately;corporation;corporatism;corporatist
constitution,constitutional;constitutionalism;constitutionality;constitutionally;unconstitutional
origin,
variety,varietal
appropriate,appropriacy;;appropriately;appropriateness;inappropriacy;inappropriate;inappropriately;inappropriateness
content,
transition,transitional;transitionally
hypothesis,hypothesise
relevant,irrelevancy;irrelevant;relevancy;;relevantly
layer,
ideal,idealisation;idealise;idealism;idealist;ideality;idealization;ideally
capture,uncaptured
behave,misbehave
promote,promoter;promotion;promotional
objective,objectively;objectivism;objectivist;objectivistic;objectivity
alternative,alternatively
network,networker
overall,
gravity,gravitate;gravitation;gravitational
external,externalisation;externalise;externality;externalization;externally
emerge,emergence;emergent
equivalent,equivalently
restrict,restriction;restrictive;restrictively;unrestricted;unrestrictive
index,indexation;indexer;indexical
convert,converter;convertibility;convertible;unconverted
sustain,sustainability;sustainable;sustainably;unsustainable
motive,motivate;motivation;motivational;motivator;;motiveless;unmotivated
radical,radicalism;radically
boundary,
entry,entryway;reentry
violate,violation;violator
procedure,procedural
outcome,
evolve,
cancel,cancellation
transmit,transmissible;transmission;;transmittal;transmitter
reverse,irreversible;irreversibly;reversal;;reverser;reversible;reversibly
abstract,abstractedly;abstraction;abstractly;abstractness
core,
convention,conventional;conventionalism;conventionality;conventionally;unconventional;unconventionally
absorb,absorbance;absorbency;absorbent;absorber;absorption;absorptive;reabsorb
accelerate,acceleration;accelerator
crisis,
rank,unranked
visual,visualisation;visualise;visually
unique,uniquely;uniqueness
slope,upslope
audience,
explore,exploration;exploratory;;explorer;unexplored
substitute,substitution
wealth,wealthiness;wealthy
literal,literally
budget,budgetary
modify,modification;modifier;;unmodified
segment,segmental;segmentary;segmentation
belief,disbelief;unbelief
summary,summarily;summarisation;summarise
biological,biologically
religion,
theme,thematic;thematically
goods,
conclusion,
formal,formalisation;formalise;formalism;formalist;formalistic;formality;formally
adopt,adopter;adoption;adoptive
explicit,explicitly;explicitness
barrier,
impose,imposer;imposingly;imposition
eliminate,elimination;eliminator
chart,flowchart;uncharted
consumption,
neutral,neutralisation;neutralise;neutrality;neutrally
isolate,isolation;isolationism;isolationist
distinguish,distinguishable;indistinguishable;undistinguished
conserve,conservation;conservationism;conservationist;conservator
gap,gappy;stopgap
reject,rejection
agriculture,agricultural;agriculturalist;agriculturally;;agriculturist
consistent,consistently;inconsistent
survey,surveyor;unsurveyed
decline,
justify,justifiable;justifiably;justification;;unjustifiable;unjustifiably;unjustified
liquid,liquidity
sensitive,insensitive;insensitivity;sensitively;sensitivity
correlate,correlation;correlational;uncorrelated
transport,transportable;transportation;transporter
participate,participation;participative;participatory
bias,unbiased
crop,cropland;cropper;sharecrop;sharecropper
mode,modish
phenomenon,
false,falsehood;falsely;falseness;falsifiable;falsification;falsify;falsity
update,
expansion,expansionary;expansionism;expansionist
vision,visionary
sector,sectoral
aim,aimless;aimlessly;aimlessness
session,sessional
visible,invisibility;invisible;invisibly;visibility;visibly
ancient,anciently
division,divisional
intellectual,intellectualise;intellectualism;intellectually
decade,
expert,expertly;expertness;inexpert
emphasise,unemphasised
sufficient,insufficient;insufficiently;;sufficiently
proof,disproof;;proofread;proofreader;waterproof;waterproofness;weatherproof
legitimate,illegitimacy;illegitimate;illegitimately;legit;legitimacy;;legitimately;legitimation
literature,
severe,severely;severeness;severity
diverse,diversely;diverseness;diversity
founded,founder;newfound;unfounded
commission,commissioner;uncommision;uncommisioned
mortal,immortal;immortalise;immortality;immortally;;mortality;mortally
dominant,
software,
religious,irreligious;religiosity;religiously
reform,reformation;reformative;reformatory;reformer;reformism;reformist;unreformed
status,
implicate,implication
compensate,compensation;compensatory
contrast,contrastive
zone,zonal
manipulate,manipulation;manipulative;manipulator
monitor,unmonitored
cooperate,cooperation;cooperative;cooperatively;uncooperative;uncooperatively
incorporate,incorporation;unincorporated
academy,academic;academically;academicals;academician;;unacademic
factory,
former,formerly
specify,specifiable;;unspecified
extract,extraction;extractive;extractor
compose,composer;composition;compositional
peak,
exception,exceptionable;exceptional;exceptionality;exceptionally;unexceptionable;unexceptional
reside,residence;residency;resident;residential
host,hostess
author,authoress;authorial;authorship
circulate,circulation;circulatory;uncirculated
defend,defender;undefended
importance,unimportance
rail,guardrail;handrail;;railcar;railroad;railway
electronic,electronically
negotiate,negotiation;negotiator;prenegotiation;renegotiate;renegotiation
valid,invalidity;validity;validly
occupy,occupancy;occupant;occupier;;unoccupied
prize,
uniform,uniformity;uniformly
module,modular;modularity
dominate,domination
conclude,unconclude
imply,impliedly
media,
facility,
essay,essayist
adjust,adjustable;adjuster;adjustment;nonadjustable;readjust;readjustment;unadjusted
landscape,landscaper
extraordinary,extraordinarily
tube,
administration,administrate
restore,restoration;restorative;;restorer;unrestored
collapse,collapsible
digital,digitally
presence,
exploit,exploitable;exploitation;exploitative;exploiter
theoretical,theoretic;theoretically;theoretician
fertile,fertilisation;fertilise;fertiliser;fertility;infertile;infertility
mere,merely
intervene,intervener;intervention;interventionism;interventionist
violence,nonviolence
portion,
incentive,
reward,unrewarded
legislate,legislation;legislative;legislatively;legislator
controversy,controversial;controversially;;uncontroversial
constitute,constituent;;constitutive;constitutively
scatter,
miner,mined
framework,
criteria,
urban,urbanisation;urbanise;urbanist
vast,vastly;vastness
display,undisplayed
migrate,migration;migratory;nonmigratory;transmigration
acquire,acquirer;unacquired
foundation,
interfere,interference
underlie,
colleague,
insight,insightful
conservative,conservatively
tremendous,tremendously
arise,
strict,strictly;strictness
disc,discette;diskette
mobile,immobile;immobility;;mobility;snowmobile;snowmobiler
liberal,illiberal;;liberalisation;liberalise;liberalism;liberality;liberally
assembly,assemblywoman
profile,
frequent,frequently;infrequent;infrequently
campaign,campaigner
substance,
mature,immature;immaturely;immaturity;maturation;maturational;;maturely;maturity;prematurity
panel,
