Word,naver_priority
dress,2
useful,2
okay,0
daughter,2
weekend,2
mine,2
clothes,2
dance,2
sister,2
yeah,2
legal,2
sea,2
smile,2
favorite,2
wind,0
invite,2
collection,2
reply,2
dinner,2
launch,2
favor,2
partner,2
taxi,2
reality,2
artist,2
defense,2
driver,2
senior,2
photo,2
refuse,0
neither,2
football,2
flight,2
neighbor,2
traffic,2
tool,2
busy,2
funny,2
speaker,2
marriage,2
owner,2
lady,2
bird,2
flower,2
fan,2
kitchen,2
twice,2
fresh,2
delay,2
safety,2
somewhere,2
weapon,2
winter,2
tire,2
lunch,2
coach,2
code,2
sun,2
wash,2
murder,2
theater,2
coffee,2
totally,2
visitor,2
dear,2
onto,2
dangerous,2
editor,2
sight,2
bedroom,2
basically,2
fairly,2
tear,0
shoe,2
fee,2
studio,2
afford,2
cup,2
finger,2
necessarily,2
slowly,2
friendly,2
strongly,1
insist,2
definitely,2
wed,1
shot,2
till,2
judgment,2
loan,2
farmer,2
desk,2
tea,2
soft,2
youth,2
engine,2
cast,2
journey,2
honor,2
blame,2
retire,2
fat,2
tip,2
yard,2
hill,2
cat,2
faith,2
bore,2
tone,2
neighborhood,1
rush,2
steal,2
sad,2
unable,2
joke,2
closely,2
via,2
unlike,2
voter,1
meanwhile,2
northern,2
tall,2
urge,2
smell,2
incident,2
slip,2
angry,2
salary,2
truly,2
hi,2
habit,2
bone,2
sharp,2
diet,2
gray,2
coat,2
crash,2
repair,2
borrow,2
dish,2
substantial,2
manufacturer,2
valuable,2
breast,2
reporter,1
shirt,2
tennis,2
southern,2
mouse,2
creation,1
swing,2
illness,2
journalist,2
originally,2
snow,2
criterion,2
bet,2
calm,2
lean,2
bike,2
toy,2
fault,2
storm,2
supplier,0
laughter,1
upset,2
tooth,2
edition,2
pitch,2
arrival,2
specialist,2
mood,2
virtually,2
cable,2
wet,2
string,2
routine,2
sink,2
stare,2
anymore,0
meter,1
sail,2
mom,1
sweep,2
pub,2
naturally,2
scream,2
steel,2
cake,2
wound,0
designer,1
strain,2
album,2
singer,2
tank,2
evil,2
tune,2
invitation,2
adviser,1
vegetable,2
knee,2
log,2
giant,2
pink,2
loud,2
jacket,2
dirty,2
blind,2
bloody,1
flood,2
boot,2
burden,2
discovery,2
lip,2
grab,2
lend,2
pen,2
seal,2
drag,2
shower,2
keen,2
twin,2
clinical,1
sand,2
cap,2
dialog,0
valley,2
mad,2
burst,2
buyer,2
passion,2
fulfill,1
dedicate,1
skirt,2
glance,2
embarrass,2
silent,2
publisher,1
flash,2
orange,2
twist,2
disagree,2
joy,2
poet,2
pile,2
pig,2
clause,1
fancy,2
sake,2
shelf,2
abortion,0
cow,2
fold,2
humor,1
guitar,1
flag,2
piano,2
magic,2
mystery,2
ski,2
bless,2
airline,1
coin,2
scan,1
greet,2
maker,1
belt,2
narrative,1
pro,1
shine,2
stomach,2
liability,1
surprisingly,1
differently,1
catalog,1
stamp,2
knife,2
printer,2
firstly,1
fence,2
quietly,2
grammar,2
hint,1
bell,2
uncle,2
verb,1
silly,2
sheep,2
lover,2
flexible,1
stranger,2
shade,2
situate,0
leap,2
snap,1
leather,2
sigh,2
slice,2
pale,2
stain,1
tongue,2
server,0
gently,2
fade,1
cough,2
aunt,2
listener,1
tender,2
ugly,2
faithfully,2
autumn,2
holder,1
grin,1
noun,1
lazy,2
thirst,1
fifty,2
forty,2
sixteen,2
sixty,2
august,0
july,2
january,2
june,2
sunday,2
december,2
dictionary,2
airplane,2
neat,2
rub,2
spray,2
bang,1
gut,0
mortality,1
bleed,1
leaf,2
clay,1
noisy,2
snake,2
rack,1
semantic,0
damp,2
marble,1
goat,2
maternal,1
halfway,1
athletic,1
sword,2
disturbance,1
primitive,1
parcel,1
nicely,2
bucket,1
stripe,2
utterance,1
dialect,1
unintelligible,0
onset,1
sniff,1
sexuality,1
syllable,1
transplant,1
paradigm,0
variant,1
pragmatic,0
vowel,1
chess,1
enormously,1
fatigue,1
diagnostic,0
mediate,0
degrade,1
trivial,1
lexical,0
spatial,1
tract,0
industrialize,0
surgical,1
photographic,1
onwards,0
lecturer,1
susceptible,1
socialize,1
applause,1
realism,1
theorist,0
whichever,2
deceive,1
messenger,1
interviewer,0
elevation,1
erase,1
plural,1
temporal,1
bodily,1
consonant,1
fin,1
motif,1
linguistics,1
syntactic,0
hawk,1
chemotherapy,0
communicative,0
dissertation,0
anthropology,1
precipitate,1
phonological,0
pi,0
turbulent,1
calculus,0
coronary,0
confound,1
portrayal,0
memorize,1
novice,1
phenomenal,0
antiquity,1
rationality,0
locus,0
morphology,0
postgraduate,0
primer,1
sneeze,1
denominator,0
connector,0
morphological,0
syllabus,0
handout,0
trans,0
axiom,0
randomize,0
comma,1
parenthesis,1
circa,0
epidemiology,0
dissection,0
volition,0
descriptor,0
descendent,0
birthday,2
sincerely,2
café,2
hey,1
jeans,2
fuck,1
nod,0
pencil,2
en,0
trousers,2
girlfriend,2
zoo,2
boyfriend,2
juice,2
pie,1
oocyte,0
dine,2
duck,1
specially,2
rabbit,2
beg,2
outdoor,2
courage,2
jam,2
cloth,2
asleep,2
bow,2
stun,1
soccer,1
flame,2
lamp,2
thrill,1
absent,2
rubber,2
bye,2
pant,1
nail,2
amuse,2
butter,2
organizer,1
sunny,1
lively,2
venue,0
teen,0
soap,2
faint,2
sweat,2
marvelous,1
anon,0
democrat,1
salad,2
lonely,2
delicious,1
shy,2
mi,1
hobby,2
elder,1
astonish,1
practically,2
honestly,2
handsome,2
toss,1
nut,2
needle,2
happily,2
gym,1
tin,2
thrust,1
detective,1
rubbish,2
verse,1
hug,1
bush,2
yell,1
mud,2
polish,2
drawer,2
learner,1
chill,1
cage,1
soup,2
colorful,1
ma,0
hike,1
glory,2
disgust,2
glow,2
superb,1
guilt,1
rip,0
hammer,2
lion,2
temper,1
goodbye,2
silk,2
debut,1
knit,2
stadium,1
queen,2
disco,0
glimpse,1
surf,1
smash,2
toe,2
picnic,2
sock,2
sauce,2
snack,0
honey,2
lodge,1
dirt,2
bee,2
cricket,0
awake,2
penetrate,1
keyboard,2
haunt,1
dwell,1
polite,2
dancer,2
creep,1
tile,1
scary,0
intact,0
shit,0
buck,1
stiff,2
whistle,2
pond,2
doll,2
brake,1
kindly,2
weed,1
hop,1
bump,1
jewelry,1
toast,0
horn,2
warmth,2
arch,1
despair,1
endeavor,1
cab,1
flush,2
lightly,2
dock,1
pepper,2
roar,2
handicap,1
darling,1
arena,1
angel,1
sofa,1
rider,2
rap,1
bureau,1
fork,2
tray,1
slam,1
thou,1
chap,1
curl,2
dial,1
microphone,1
bark,2
thief,2
penny,2
lounge,1
enroll,1
fetch,2
tuition,0
appall,1
startle,1
suitcase,2
stumble,1
playground,1
fatal,1
curse,1
vocal,1
deaf,2
splendid,2
cart,1
utter,0
bass,0
token,1
stride,1
runner,2
beautifully,2
stroll,1
shrug,1
aboard,1
tidy,2
sailor,2
grind,1
scramble,1
straw,1
recorder,1
grandchild,2
sew,2
terrific,1
buzz,1
olive,1
irritate,2
ash,0
rude,2
sleeve,2
refresh,1
mock,1
trunk,1
soak,1
tuck,1
wool,2
flock,0
fist,1
tease,1
grill,1
hut,1
clutch,1
flu,2
evidently,1
pavement,1
pine,2
banana,1
addict,0
chant,1
antique,1
linger,1
hopeful,1
brass,1
bronze,1
couch,1
lamb,2
strap,1
feather,2
gossip,1
caller,1
hunter,1
vet,0
congratulation,2
ax,1
fox,2
faithful,2
waiter,2
vivid,1
wreck,1
dentist,2
vegetarian,0
rifle,1
aspiration,1
counselor,1
stagger,1
waist,2
purse,1
stitch,1
scar,1
jar,1
barn,1
sunshine,1
beard,2
chew,2
champagne,1
feast,1
spit,1
supper,2
spike,0
avenue,2
weep,1
canteen,0
butterfly,1
jaw,1
chapel,1
sociology,1
knot,2
scent,1
ankle,2
armor,1
witch,1
dreadful,1
animate,1
splash,1
heap,1
umbrella,2
hockey,1
attendant,1
handwrite,0
pillow,1
glue,2
dread,1
underline,1
sunlight,1
murderer,1
streak,1
hail,0
naive,1
handy,1
glare,1
accustom,1
hum,1
oak,2
foul,1
imperative,1
ignorance,1
blaze,1
interpreter,1
ache,1
lid,2
cookie,2
lace,1
skate,2
blur,1
shave,2
classmate,1
inhabit,1
squash,1
roast,1
wardrobe,1
bloom,1
pint,2
freak,1
luggage,2
creator,1
hatch,0
soften,1
compliment,1
sadness,2
fisherman,1
temptation,1
hospitality,1
balcony,1
rib,1
degradation,1
lorry,2
sore,2
delightful,1
cereal,1
dumb,1
pinch,1
nickname,1
unaware,1
trailer,1
sting,2
pave,1
lemon,2
graze,1
trash,1
sparkle,1
innocence,1
belly,1
dim,1
repetition,1
kindness,2
absurd,1
bruise,1
mushroom,1
sway,1
doorway,1
acquaintance,1
choke,1
escort,1
biscuit,2
crisp,2
scenery,1
envy,1
scout,1
garment,1
ass,1
understandable,1
admiration,2
cushion,1
pony,1
bastard,1
scarcely,2
ram,0
navy,2
sergeant,1
luckily,1
anticipation,1
flick,1
postcard,1
arouse,1
torch,1
crap,0
rehearsal,1
relaxation,1
flour,2
barbecue,1
fertilizer,1
sip,1
rag,1
flap,1
pat,1
rug,1
anytime,1
groom,1
mighty,2
sow,0
strangely,2
awesome,0
imitate,1
cocaine,0
wilderness,1
peel,1
indulge,1
glorious,1
chorus,1
pork,1
garbage,2
starter,1
closet,2
rattle,1
breeze,1
softly,2
sickness,1
brigade,1
mug,1
wrestle,1
excursion,1
grape,1
wax,1
fog,1
wheelchair,0
cement,1
lightning,1
shorten,1
amusement,1
foolish,2
clap,2
cozy,1
frog,2
massage,1
premature,1
pasta,0
rugby,1
respectable,1
voyage,1
piss,0
relay,1
wolf,2
councilor,1
wallet,2
thigh,1
calf,1
wagon,2
deer,1
millennium,0
whisky,1
upright,1
thirdly,1
folder,0
elevator,2
scrape,1
selfish,1
sunset,1
detach,1
bob,1
adjective,1
heater,1
vicious,1
fuss,1
stressful,0
vacant,1
pal,0
mansion,1
chin,2
cassette,1
nephew,2
bypass,1
librarian,1
intimidate,0
supreme,1
keeper,1
steak,1
plaster,1
makeup,1
poke,1
playoff,0
tan,1
hood,1
renown,1
flank,1
aisle,1
bead,1
brew,1
accessory,1
psychiatrist,0
homosexual,0
hostel,1
posture,1
booklet,1
jealous,2
bout,1
unbelievable,1
ribbon,1
butt,0
frown,1
bud,1
drip,1
heighten,1
eyebrow,1
mourn,1
fountain,1
mat,1
tremble,2
override,0
blonde,2
fling,1
savage,1
snatch,1
candy,2
garlic,0
notwithstanding,1
adore,1
archaeological,0
procedural,0
heroics,0
miniature,1
brace,1
logistic,0
stove,2
deepen,1
ambiguous,1
feminine,1
tread,1
maid,2
ditch,1
undo,2
salesman,1
flare,1
owl,1
yacht,1
vigorous,1
imaginative,1
reviewer,0
optional,1
blink,1
rhyme,1
horrify,1
sober,1
vase,2
daylight,1
ample,1
saddle,1
sneak,1
formidable,1
solitary,1
roller,1
cynical,1
scrub,1
perfume,1
ambiguity,1
freshman,1
staircase,1
vain,2
proximity,0
definitive,0
hover,1
eagle,1
jog,1
destiny,1
stereo,1
principally,1
shiny,2
rocky,1
shove,1
aye,1
forehead,1
crumble,1
chord,1
southeast,1
bitch,0
soothe,1
subway,1
toddler,0
carer,0
laundry,1
postal,1
swift,1
murmur,1
excerpt,1
sausage,1
penetration,1
incidentally,1
jewel,1
quarterback,0
marijuana,0
disregard,1
canoe,1
commute,0
awaken,2
pyramid,1
videotape,0
smack,0
liberate,1
daytime,1
courtyard,1
laborer,1
epic,1
stray,1
pitcher,1
booth,1
premiere,0
altar,1
advert,2
ignorant,1
gasp,1
lick,1
poise,1
tow,1
smoker,1
china,2
uneasy,1
thunder,1
wildly,2
gown,1
scanner,0
continuation,1
inconvenience,1
pedestrian,1
dome,1
buddy,0
hay,1
rim,1
scoop,1
footstep,1
gosh,1
sour,2
wicked,1
facial,1
lastly,1
blah,0
bloke,0
fearful,1
giggle,1
sorrow,2
sincere,2
soda,1
harness,1
sprawl,1
gateway,1
sticky,2
envisage,0
cowboy,1
rot,1
scarf,1
guardian,1
populate,1
reunion,0
redundant,0
heroin,0
frank,1
fairy,1
severity,1
sanctuary,1
submarine,1
lapse,1
mutter,1
versa,0
bacon,1
harassment,0
gratitude,1
ranch,1
thankful,1
underway,0
aloud,2
foam,1
violin,1
acoustic,0
quarry,1
cigar,1
flatter,1
outrageous,1
crow,0
shiver,1
alley,1
gum,1
masterpiece,1
gardener,1
campsite,0
imitation,1
fortnight,1
distraction,1
reconsider,1
upside,1
comparatively,1
believer,1
moan,1
porch,2
mimic,1
manifestation,1
stool,1
menace,1
tasty,0
graduation,1
cellar,1
thriller,0
moor,0
flatten,1
radically,0
shuffle,1
dessert,1
mist,1
unreasonable,2
knight,2
veil,1
locality,1
swamp,1
physic,1
inquire,2
dusty,1
harden,1
puppy,1
mentality,1
zip,1
inaudible,0
signify,1
refrigerator,1
superficial,1
pierce,2
runway,1
motorway,0
interrogation,1
paperwork,0
enlighten,1
cramp,1
cane,1
sandy,1
jumper,1
madness,1
fume,1
clearance,1
potent,1
mistress,1
jerk,1
comb,1
maturation,0
dazzle,1
occupational,1
rethink,0
paradise,1
luxurious,1
chick,1
overweight,1
bait,1
bleak,1
straighten,1
poetic,1
rainy,2
extraordinarily,1
refrain,0
needless,1
marital,0
coffin,1
glaze,1
exceptionally,1
lunchtime,0
demolish,1
standpoint,1
pickup,0
puff,1
uncommon,1
compartment,1
pudding,1
souvenir,1
prostitute,0
ace,1
reopen,1
thy,1
incoming,0
tab,0
oddly,2
stump,1
font,0
hack,1
groove,1
dismay,1
autism,0
sticker,0
interruption,2
fireplace,1
gleam,1
stimulation,1
urgently,0
disappearance,1
congestion,1
cherry,2
therapeutic,0
wee,0
escalate,1
unwanted,0
dart,1
odor,1
tout,0
recollection,1
outskirt,1
blond,2
distinctly,1
discomfort,1
nightclub,0
vault,1
helpless,1
traumatic,0
ti,0
ripple,1
aerial,1
circus,1
dental,1
perfection,1
ponder,1
blossom,1
deliberation,1
puppet,1
invaluable,1
ham,1
shepherd,1
incapable,1
destine,1
oneself,2
sheriff,1
silently,1
hillside,1
tangle,1
skepticism,0
hamburger,1
photocopy,2
theoretically,0
nuisance,1
intimacy,1
novelty,1
vaguely,1
stud,1
hopeless,1
butcher,1
inning,1
profoundly,1
excavation,1
mare,1
reel,1
cyclist,1
glitter,1
tabloid,0
tractor,1
commemorate,1
trumpet,1
beginner,1
virgin,1
hamper,1
sermon,1
eve,0
bitterly,2
bookshop,1
vintage,1
cruelty,1
foil,1
staple,1
convoy,1
unlock,1
agony,1
resemblance,1
crave,1
smear,1
glide,1
weary,1
pathetic,1
wrinkle,1
niece,2
someday,0
autobiography,1
proudly,2
frost,1
hesitation,1
hinge,1
fascination,1
mint,0
rep,0
inn,1
meaningless,1
dubious,1
yawn,2
preferably,0
cardboard,2
armchair,1
quid,0
trolley,1
swirl,1
lash,1
despise,1
blouse,1
tug,1
flicker,1
plaque,0
thinker,1
console,0
pea,1
cascade,1
dispense,1
lone,0
indifferent,1
pistol,1
housewife,1
hen,2
procession,1
pearl,2
lessen,1
lawmaker,0
biblical,0
raft,1
farewell,1
culminate,1
drastic,1
facade,1
sideways,2
stern,0
disparity,0
accidental,2
paralyze,1
tram,1
freshly,2
diversion,1
promoter,1
den,1
linen,1
awe,1
ensemble,1
chatter,1
dragon,1
hometown,0
abide,1
explorer,1
tack,1
proponent,0
workstation,0
upbringing,0
inventor,1
tattoo,0
diploma,1
grader,0
blunt,1
nick,1
baggage,2
pianist,1
grandma,1
preacher,0
goose,1
buffet,0
liaison,1
cram,1
pedal,1
voluntarily,0
floppy,0
ornament,1
cherish,1
admittedly,0
aggressively,0
viability,0
grandson,2
midday,2
theological,1
harmless,2
preferable,1
eagerly,1
attendee,0
stunt,1
robe,1
backyard,0
walker,1
drape,1
clamp,1
clown,1
insane,1
chimney,1
loneliness,1
groan,1
steward,1
eccentric,1
blush,1
messy,0
mute,1
kneel,1
paste,1
daunt,1
ripe,1
claw,1
relish,1
sob,0
navigate,1
comeback,0
intensely,1
replay,0
earnest,1
revert,1
glamorous,0
elusive,0
chalk,2
teammate,0
pigeon,1
disciplinary,0
frenzy,1
fury,1
orderly,1
icy,1
receptionist,0
dire,1
fiercely,1
chore,1
kindergarten,1
wonderfully,0
decease,1
overly,0
mike,1
serum,0
waitress,1
bald,1
unhealthy,1
golfer,0
vicinity,1
jack,1
fellowship,1
cock,2
seaside,1
cohort,0
fiddle,1
reiterate,1
exclaim,2
curiously,1
peanut,1
immensely,0
preoccupy,1
parlor,1
orphan,1
tame,1
convene,0
brow,1
curator,0
lurk,1
loosen,1
rehearse,1
unload,2
velvet,1
advocacy,0
filmmaker,0
trio,0
sprinkle,1
jealousy,1
handbag,0
villain,1
affluent,0
turf,1
apt,1
informant,1
preclude,0
plight,1
rename,0
pluck,1
plummet,0
trickle,1
trek,0
os,0
anguish,1
sightsee,1
rave,1
sentimental,1
inclusive,1
stifle,1
cache,0
chaotic,1
rotten,1
avert,1
provocative,1
muddy,1
dementia,0
windy,1
heave,1
expressive,1
unsatisfactory,1
bowel,1
trendy,0
darken,1
stylish,0
parachute,1
underwater,2
irresponsible,1
condom,0
jelly,2
lament,1
surpass,1
cleanse,1
receptive,1
sharpen,1
tv,2
renovate,0
strawberry,1
usher,1
embargo,1
gloom,1
revisit,0
lime,1
racket,2
donkey,1
exacerbate,0
sportsman,1
subdue,1
lavish,1
paperback,0
recess,1
communal,0
anomaly,0
bewilder,1
reclaim,1
marvel,1
irrational,1
insecure,0
interpersonal,0
efficacy,1
slender,1
disgrace,1
tremendously,0
disconnect,0
bulletin,1
necklace,0
uniquely,0
restless,1
cradle,1
peter,0
grease,1
pertain,1
playwright,0
projector,0
solicit,1
picturesque,1
fluent,1
universally,1
sufferer,1
stipulate,1
climber,1
breadth,1
awfully,2
stink,1
tub,1
madam,1
mattress,1
chuck,1
attacker,0
bipartisan,0
consciously,1
reminiscent,1
internalize,0
hose,1
seriousness,1
suffice,1
boxer,1
bachelor,1
advisable,1
admirable,1
honeymoon,1
affinity,1
turtle,1
pamphlet,1
mend,1
purity,1
unsettle,0
cockpit,1
audition,0
shutter,1
crook,1
amazingly,2
vine,1
exquisite,1
intercourse,1
reckless,1
sever,1
diabetic,0
hallway,0
dean,1
allegiance,1
bookstore,1
vastly,1
captive,1
battalion,1
insecurity,0
yearn,1
waterfall,1
limp,1
howl,1
overt,0
dice,1
swimmer,1
squat,1
sophistication,0
cafeteria,1
zoom,1
doorstep,1
sidewalk,1
jeep,0
hassle,0
utmost,1
bitterness,0
mast,1
indispensable,1
refreshment,1
flake,1
commuter,0
shred,1
rake,1
locker,1
motel,1
scrutinize,1
professionally,0
schizophrenia,0
gloss,1
stubborn,1
portal,1
inscription,1
mosaic,1
transcend,0
nude,1
weekday,1
rout,0
casually,1
churn,0
greedy,1
blot,1
hype,0
slick,1
deception,1
freelance,0
underscore,0
vomit,1
localize,0
calmly,1
censorship,1
multitude,1
monumental,1
shrimp,1
insignificant,1
greed,1
irritation,1
inexperience,1
augment,1
pharmacy,1
desperation,1
preoccupation,1
progressively,0
ware,1
freezer,1
downstream,1
violently,2
rite,1
humiliation,1
thump,1
acquaint,1
mingle,1
wisely,1
chuckle,1
benign,0
preface,1
courier,0
yarn,1
vampire,0
workload,0
canon,1
tentative,1
boiler,1
preschool,0
mildly,1
grumble,1
paddle,1
sequel,0
wan,0
politely,1
homelessness,0
nostalgia,0
alleviate,0
glossy,1
enclosure,1
irrespective,0
anyhow,1
rumble,1
ulcer,0
obstruction,1
dummy,1
cautiously,0
autograph,1
purport,1
crab,1
gadget,1
huddle,1
flute,1
heroine,1
disruptive,0
tenor,1
gigantic,1
attic,1
unsure,0
guitarist,0
authenticity,0
baffle,1
sideline,0
youthful,1
ruthless,1
tedious,1
reflective,1
tee,0
brandy,1
forefront,0
nanny,0
orthodox,1
headmaster,1
richness,1
aggravate,1
earring,1
burger,0
gulf,1
jockey,1
unfinished,1
brood,1
recite,1
wrongly,2
pence,0
footage,0
amenity,1
abnormality,0
precursor,0
rash,1
helper,1
personalize,0
heck,0
eradicate,1
hourly,1
caregiver,0
fireman,1
aquarium,1
pervasive,0
specificity,0
naughty,1
cloak,1
cerebral,0
lexicon,0
painfully,1
obsolete,1
rugged,1
normative,0
indicative,1
unionist,0
pier,1
porter,1
invalid,1
repetitive,0
sweetheart,1
pointless,0
retrospective,0
shilling,1
proficiency,1
roadside,1
abstraction,1
skinny,0
prostate,0
overload,1
lush,0
squirrel,1
sewer,1
fore,1
recreate,1
hiss,1
pup,1
emulate,0
hierarchical,0
plaza,0
staffer,0
typewriter,1
dorm,0
overflow,1
beware,1
wrench,1
catastrophic,0
gall,1
herald,1
teamwork,0
trot,1
skim,1
handbook,1
mustache,1
bash,0
excavate,0
abrupt,1
whine,1
auxiliary,1
finalize,0
shovel,1
continuum,0
detainee,0
vocational,1
airfield,1
canyon,1
diner,0
coke,0
pornography,0
wink,1
thwart,1
discredit,1
probation,1
patio,0
markedly,0
angrily,1
accession,1
pneumonia,1
goddess,1
yogurt,0
bum,0
persona,0
linguist,1
betrayal,1
hitch,1
emigrate,1
awhile,1
slippery,1
volleyball,1
crouch,1
lettuce,1
dodge,1
confide,1
nap,1
intellect,1
conveniently,1
conjure,1
gunman,1
retrospect,0
rainbow,1
ref,0
flex,0
cartridge,1
showcase,0
cocoa,1
impetus,1
relentless,1
lest,2
sinister,1
uprise,0
thankfully,0
ubiquitous,0
doubtless,1
attest,1
sociologist,0
loaf,1
farmhouse,1
symphony,1
pathology,0
jeopardize,1
gem,1
filthy,1
bibliography,0
topple,0
peril,1
pharmacist,0
adventurous,1
ashore,1
allude,1
preventive,1
buckle,1
liar,1
tally,0
watcher,0
shudder,1
bra,0
hastily,1
sturdy,1
sleepy,1
newborn,1
etch,0
kin,1
mathematician,1
snapshot,0
compilation,0
cloudy,2
camel,1
investigative,0
bovine,0
marshal,1
ordeal,1
spa,0
pundit,0
conspicuous,1
methodological,0
fuzzy,0
lesion,0
construe,1
renovation,0
sling,1
vineyard,1
flop,1
inconsistency,1
graceful,1
touchdown,0
bailout,0
hasten,1
liner,1
resonate,0
defiance,1
contentious,0
empathy,0
lighten,1
cannon,1
brink,1
cliché,0
unofficial,1
sprint,1
trout,1
replica,0
improvise,1
maternity,1
dusk,1
lust,1
infinitely,0
sociological,0
jersey,0
homosexuality,0
bracelet,1
siren,1
brilliantly,1
corpse,1
ordinarily,1
resilience,0
glamor,0
drunken,1
respectful,1
suppression,1
disbelief,1
paramount,1
myriad,1
speedy,1
seduce,1
tanker,0
depot,1
folly,1
trump,1
thereof,0
decidedly,1
chilly,1
wizard,1
improper,1
examiner,1
famously,0
presumption,1
lobster,1
plank,1
jolly,1
loft,1
arrogance,1
lengthen,1
boredom,0
incompatible,0
diver,1
ridicule,1
pod,1
swan,1
elegance,1
entertainer,2
dangle,1
muster,1
rouse,1
pastoral,1
atop,0
hectic,0
courageous,1
unilateral,0
tablespoon,1
peach,1
deterrent,0
materialize,0
shotgun,0
bandage,2
mainframe,0
foe,1
inconvenient,1
akin,1
disseminate,0
waive,0
transient,1
refinement,1
clothe,2
rhythmic,1
avoidance,1
mileage,1
dangerously,1
grower,0
additive,0
loathe,1
spermatozoon,0
pastry,1
stature,1
craftsman,1
berry,1
imposition,0
emanate,0
admirer,1
frantic,1
striker,0
oppress,1
cant,0
ice-cream,0
flirt,1
bipolar,0
perpetuate,1
razor,1
presenter,0
abound,1
engrave,1
nudge,0
salient,0
breathtaking,1
verification,0
dude,0
ascent,1
evacuation,1
grapple,1
designation,1
lordship,1
cutter,1
addictive,0
vitality,1
irresistible,1
prep,0
wicket,1
paranoid,0
gin,1
drummer,1
intellectually,1
challenger,0
subside,1
unpublished,0
flyer,0
mastery,1
overshadow,1
visionary,1
plumb,0
frontal,0
demo,0
remotely,0
bedside,1
haircut,0
reassurance,0
behold,2
stew,1
kite,1
honorary,0
consolation,1
agitate,1
impend,0
grit,0
nightlife,0
gag,0
itch,1
cosmic,1
forego,0
frail,1
ministerial,0
repress,1
unbearable,1
bumper,1
consequent,1
exhaustion,1
clutter,0
clumsy,1
fiery,1
dizzy,1
contextual,0
cobble,0
bunk,1
formality,1
incompetent,1
maze,1
communion,1
soundtrack,0
scorn,1
willingly,1
charismatic,0
detrimental,0
prune,0
tonic,1
wallpaper,1
pear,1
orchard,1
attainment,1
checkpoint,0
tuna,0
dysfunction,0
confidentiality,0
jade,1
perk,0
recurrent,0
numb,1
superstar,0
spec,0
quilt,1
blister,1
surveyor,1
unsuitable,1
wretch,1
retiree,0
undecided,0
extravagant,1
agreeable,1
bugger,0
retrieval,0
pessimistic,1
rejoice,1
es,0
untouched,1
whereabouts,1
longevity,1
shampoo,1
worthless,1
plump,1
fray,1
exceedingly,1
waiver,0
upstream,1
wail,1
hamster,0
enchant,1
unnatural,1
rogue,1
curry,1
attentive,1
stringent,0
censure,1
avail,1
merry,2
grunt,1
validation,0
poker,1
remake,0
detachment,1
backlash,0
sitcom,0
pertinent,1
housekeeper,1
marginally,0
impede,1
nag,1
mural,0
spear,1
tar,1
computational,0
evade,1
blueprint,0
bland,1
hem,1
mustard,1
brisk,1
pastel,1
brighten,1
departmental,0
impoverish,1
footpath,0
obligatory,0
gracious,1
abusive,0
psychic,1
mow,1
flutter,1
riddle,1
carpenter,1
depressive,0
traverse,1
suitably,0
vodka,0
strangle,1
tuberculosis,0
vicar,1
hairdresser,2
cabbage,1
skier,1
hacker,0
adversely,0
bluff,1
misfortune,1
notch,1
wig,1
boutique,0
lousy,0
surname,2
troublesome,1
gangster,1
dune,0
drinker,1
checklist,0
sympathize,1
necessitate,1
ape,1
scissors,2
boomer,0
apron,1
ostensibly,0
telly,0
unidentified,0
mumble,1
rigor,1
dough,1
unsafe,1
lipstick,1
anxiously,1
accessibility,0
notoriously,0
mediator,0
sandal,1
refurbish,0
adversity,1
banish,1
sunglasses,0
pivotal,0
sterile,1
solemn,1
kernel,1
graft,1
nip,1
bungalow,1
growl,1
grenade,0
banquet,1
taint,1
robber,1
footballer,0
gutter,1
manpower,0
fumble,1
unseen,1
wade,1
cot,1
mop,1
fanatic,1
bristle,1
watercolor,1
burglar,1
dunno,0
overhear,1
impart,1
peek,0
lame,0
nervously,1
slang,1
stint,1
crate,1
latent,1
conversational,1
pointer,1
patiently,0
institutionalize,0
purify,1
caveat,0
understandably,0
hefty,0
degenerate,1
heavyweight,0
culprit,1
collaborator,0
electronically,0
workman,1
pretense,1
intimately,1
vigor,1
swoop,1
switchboard,1
snag,0
incidental,1
taboo,1
porn,0
erotic,1
hunch,1
writ,1
wither,1
ginger,1
unimportant,2
ferret,0
mash,1
scenic,1
infuriate,0
woo,1
coconut,1
restart,0
crackdown,0
deduce,1
metro,0
rejoin,0
tramp,1
scaffold,1
socioeconomic,0
caretaker,0
cuff,1
unnecessarily,1
fruitful,1
discreet,1
strategically,0
disparate,0
therein,1
sleek,1
curtail,1
turbulence,0
champ,0
amidst,1
unlucky,2
warden,1
rationalize,0
midwife,0
driveway,1
brewery,1
reinvent,0
jug,1
prairie,1
bourgeois,1
skillful,1
hush,1
psychologically,0
jolt,1
shrewd,1
teddy,0
spicy,2
ventilation,1
scribble,1
sparse,1
bakery,1
depiction,0
pixel,0
sift,1
chaplain,1
automotive,1
silhouette,1
cynicism,0
recourse,1
ale,1
homage,1
bunker,0
clad,1
hoop,1
tutorial,0
multilateral,0
ail,1
rum,1
quartet,0
aura,0
posh,0
functionality,0
prophecy,1
perpetrator,0
handkerchief,1
motorbike,2
billboard,0
spirituality,0
homicide,1
warp,1
compatibility,0
hog,1
buff,1
idiom,1
prehistoric,1
savor,1
decor,0
triumphant,1
scarlet,1
